telescope,filter,file,n_stars,median,mean,std,max,mad_sigma
dup,B,ASAS15hg_B_comb_dup.fits,25,1.2166558511189771,1.2874969517000077,0.1815984234537442,1.9194431375527847,0.05223492158910421
dup,V,SN07jg_V_comb_dup.fits,25,1.214885291502862,1.271222753233004,0.17410896713354462,2.0477079666087468,0.024277655528775578
dup,V,SN05bg_V_comb_dup.fits,21,1.2139527071095229,1.0029856625816782,0.3943818818383188,1.4999513325975982,0.09689649217124904
dup,V,CSP13aad_V_comb_dup.fits,25,1.2138713044902114,1.2252291571948202,0.07500289412066795,1.4040944434221512,0.06021717099254982
dup,B,SN05M_B_comb_dup.fits,16,1.2105851311377835,0.9606240902719503,0.46444527296534444,1.6952812561073682,0.13422582763489824
dup,V,SN07ca_V_comb_dup.fits,25,1.2090865813423284,1.2044431945974892,0.07398015822200818,1.444375472503555,0.060479188340148156
dup,B,SN04ey_B_comb_dup.fits,22,1.2088812651226775,1.1341713838671543,0.30437978445708835,1.5365105611223775,0.06971798808622187
dup,V,CSP13al_V_comb_dup.fits,25,1.2069894350167414,1.25576681776839,0.1254493226488452,1.7195672788585947,0.022989288904369836
dup,B,SN08C_B_comb_dup.fits,25,1.206385497486219,1.2813292047522589,0.1747611514204407,1.9489364372780424,0.04677130616160474
dup,B,SN2012E_B_comb_dup.fits,25,1.205985224838478,1.3238857353961457,0.2876609427998886,2.132713829359888,0.0517555674309265
dup,B,CSP14aal_B_comb_dup.fits,25,1.2044484550172525,1.22511594853029,0.10130114442381824,1.6969639229198927,0.02783649695800698
dup,V,SN05ag_V_comb_dup.fits,25,1.2044226744449325,1.3669057790767603,0.3323321786651276,2.550483623473212,0.0348157433414609
dup,V,CSP13aap_V_comb_dup.fits,25,1.203930607493591,1.3567413698079165,0.5745669852861485,2.498315229341452,0.05811520171217393
dup,V,SN05al_V_comb_dup.fits,25,1.2034016466012447,1.2655177056794755,0.2648835332260952,2.4110525098137283,0.11309321154880105
dup,V,CSP14aay_V_comb_dup.fits,22,1.2021633502992066,1.2934585425443634,0.4114531877578566,2.514001227120161,0.03559984558753217
dup,B,ASAS15aj_B_comb_dup.fits,25,1.2013628674967525,1.2996324913169213,0.5797809507283078,3.852166074360458,0.24952059331657492
dup,V,SN09J_V_comb_dup.fits,24,1.1993897837462568,1.3175293820748082,0.44465310352277365,3.3571190905598622,0.046456030031139656
dup,V,CSP13N_V_comb_dup.fits,25,1.1967454863396756,1.2448120823038051,0.1775722757396615,2.057058700612216,0.03585986776464435
