telescope,filter,file,n_stars,median,mean,std,max,mad_sigma
dup,V,ASAS14hu_V_comb_dup.fits,25,1.195952034650027,1.2026644491138159,0.13776634984589303,1.5333968922358818,0.06662413316214981
dup,B,CSP14aay_B_comb_dup.fits,24,1.1951839585883297,1.13323206722795,0.5303145288798551,2.548021946845573,0.054939523157505936
dup,B,CSP15aaj_B_comb_dup.fits,25,1.1948803595840347,1.2685822623931704,0.27237050315838907,2.366697015157796,0.03817283002783769
dup,V,CSP13aam_V_comb_dup.fits,25,1.1943246841370427,1.2213168129945362,0.06645875786561062,1.3754366890848293,0.049748217246744796
dup,V,CSP14acp_V_comb_dup.fits,25,1.1942688640664358,1.235651703512259,0.3289749802132481,2.431918643070049,0.028359844252840816
dup,B,ASAS14lt_B_comb_dup.fits,23,1.192248232121797,1.0771544856742477,0.47288107086030456,2.5022610266518064,0.024308479332526486
dup,V,SN07as_V_comb_dup.fits,24,1.1899846550263362,1.2063258150371707,0.07574791281216944,1.471382290034034,0.042208643610761126
dup,V,SN2012U_V_comb_dup.fits,25,1.1888076739024054,1.2352790721437037,0.21682300800961085,2.1903635527412693,0.07223128534974506
dup,V,CSP12J_V_comb_dup.fits,25,1.1847654604526388,1.237423642809421,0.1688556516501195,1.8159748461906984,0.08306055459515622
dup,B,SN05bg_B_comb_dup.fits,21,1.1798096553907291,1.0200151324034394,0.4802059873344724,2.357201891885909,0.23579867933941545
dup,V,SN07so_V_comb_dup.fits,25,1.1791933567281083,1.2352812682060117,0.31321045289837385,2.215515842637877,0.051713010946671675
dup,V,ASAS15ga_V_comb_dup.fits,23,1.1777885589029042,1.238349921964472,0.26124813890868426,2.3616159990736487,0.09440308084025696
dup,B,LSQ14ie_B_comb_dup.fits,25,1.1763380845090794,1.1781675744356266,0.09861261327073412,1.4008539653356564,0.12865461614139745
dup,V,CSP14aaw_V_comb_dup.fits,25,1.175420045956761,1.2455697995955672,0.24344368069131553,2.091447882432825,0.06171033615799322
dup,V,SN08gg_V_comb_dup.fits,25,1.1737625557246851,1.2866002711807678,0.28230539178992115,2.0425700610414106,0.009699212273128309
dup,B,SN09cz_B_comb_dup.fits,24,1.1737173317239806,1.567667752599493,0.9971985095524912,5.759852509130567,0.11540586796313515
dup,B,SN07hj_B_comb_dup.fits,20,1.1731779062726801,0.9445945616465738,0.5890536206669986,2.6076329386911525,0.304230596784934
dup,V,SN06bd_V_comb_dup.fits,17,1.1729975179475278,0.9289850007414674,0.5089767158889638,2.0561226565428483,0.18858985406804893
dup,B,LSQ15alq_B_comb_dup.fits,25,1.1663335539981028,1.1695529031944223,0.036217979208857186,1.248043161164638,0.043475354123732796
dup,V,LSQ13dhj_V_comb_dup.fits,25,1.1638064226641045,1.193414021829165,0.13299172731975026,1.808667297819578,0.03924634387571244
swo,V,SN06dd_V_comb_swo.fits,16,1.162619430527902,1.198587182608935,0.47229273325160237,2.7702730216648277,0.028197802920441682
dup,V,SN04gu_V_comb_dup.fits,19,1.1608316558213052,1.232565778299389,0.6535614168511228,2.541607778519308,0.2909527083906166
dup,B,SN05ag_B_comb_dup.fits,24,1.1584578177265898,1.0715517833902912,0.4040056356252215,2.1636486202880443,0.06293791403681422
dup,V,CSP13aba_V_comb_dup.fits,24,1.1577981811176392,1.040528424135059,0.5045994457301016,2.213040929894148,0.07445421891550606
dup,B,CSP13ag_B_comb_dup.fits,25,1.157041281619584,1.1641412024394406,0.03516564514400357,1.2549500538594751,0.02450443268597122
dup,B,ASAS15hf_B_comb_dup.fits,25,1.156557161307466,1.1598866058354056,0.051165229505967386,1.3148805882418746,0.03637287338927618
dup,B,ASAS15ga_B_comb_dup.fits,24,1.1564037100616447,1.035806547121419,0.34987887470640366,1.4510058799942664,0.08241551686912593
dup,B,SN08fu_B_comb_dup.fits,25,1.1540799711513714,1.2374124646609979,0.22538147550803478,1.91021862451524,0.06350403360277249
dup,V,CSP13aao_V_comb_dup.fits,25,1.153446454628614,1.2311697856791641,0.37993218351840513,2.834658747238699,0.04723262042394227
dup,B,PS15sv_B_comb_dup.fits,25,1.1530998576241642,1.1830981034439552,0.06365017196859701,1.356318538441646,0.03834463086249448
dup,B,LSQ12bld_B_comb_dup.fits,25,1.153012254799294,1.1847405215178286,0.1636477282170391,1.892542190695664,0.06181770171885684
dup,B,SN07bd_B_comb_dup.fits,25,1.152760596798295,1.1647334641609939,0.19529384262094457,1.7044671735974295,0.0420179161623927
dup,B,SN08hj_B_comb_dup.fits,24,1.1497935955516176,1.5213636453809103,0.6196098901445054,3.2386386542548777,0.1387549468193219
dup,B,CSP13aaf_B_comb_dup.fits,22,1.1477268809753634,1.0876753941271655,0.4508463967262072,1.9136810129886028,0.09662908610925729
dup,B,LSQ14azy_B_comb_dup.fits,22,1.1459016534043918,0.9704365912435851,0.4057867468325995,1.8053263779897808,0.07519471513532833
dup,B,CSP12J_B_comb_dup.fits,25,1.1436752479850667,1.1936080659503763,0.2233035466058379,2.193798882227483,0.06653030234653352
dup,V,CSP13B_V_comb_dup.fits,25,1.141733567758784,1.2004218564200715,0.19714670879811771,1.9941903691887224,0.050770462584756294
dup,B,ASAS15cb_B_comb_dup.fits,20,1.140539511537487,0.9481217055158794,0.36742189722086205,1.200666059849418,0.034158260665913605
dup,B,SN09I_B_comb_dup.fits,25,1.14012668093029,1.3224964717536454,0.47011613912124184,2.87101794949267,0.03277617448816961
dup,B,LSQ12hzj_B_comb_dup.fits,25,1.139847311905056,1.1066900486729994,0.18203125806631468,1.2562682908818006,0.09861924624502322
dup,V,ASAS15hg_V_comb_dup.fits,25,1.1392635246144915,1.2538331580642108,0.24703976139656064,1.9081675680024688,0.045536782928018146
swo,V,PTF13ebh_V_comb_swo.fits,25,1.1383425597827943,1.2041607221228792,0.22808162073082397,2.233868995624301,0.04245571342073143
dup,V,CSP13abm_V_comb_dup.fits,25,1.1380758026567153,1.1573939321515914,0.09650262677840754,1.6067005514209585,0.029987279468522192
dup,V,SN08bc_V_comb_dup.fits,25,1.1368823125873802,1.1329218893594108,0.16965406501867925,1.4871062249958105,0.19479398174134743
dup,V,CSP13bf_V_comb_dup.fits,25,1.1363783063977158,1.1729347939682462,0.11579764265595249,1.6941411682385643,0.04039840502475096
dup,V,ASAS15gr_V_comb_dup.fits,25,1.13530584240237,1.1916180124630342,0.2932156248846342,2.241446314241278,0.1381072206449567
dup,B,LSQ14bjj_B_comb_dup.fits,25,1.1348561213184742,1.175191183078714,0.13471142598622746,1.756158975375535,0.040750880862183154
dup,V,SN08bi_V_comb_dup.fits,24,1.1348141498744182,1.2592535286955517,0.49605798447558985,2.5125985442925285,0.20270370174664779
dup,V,LSQ15alq_V_comb_dup.fits,25,1.1313818254856596,1.1360582747652808,0.05654456575890031,1.2993083556760436,0.037783148229931424
dup,V,SN08hv_V_comb_dup.fits,25,1.1302414453557712,1.4051204677040605,1.1660636034238017,6.706947272699129,0.07464878377749665
dup,B,ASAS15go_B_comb_dup.fits,25,1.1289395069993096,1.155595205548976,0.08573337680907933,1.4590463454810274,0.02633416761661665
swo,V,ASAS15ba_V_comb_swo.fits,25,1.1288199644823638,1.1406136662997683,0.04297540760697237,1.3254499293497666,0.01789902276771184
dup,V,SN07hj_V_comb_dup.fits,18,1.1270422365794466,1.0788332817757171,0.4979874858979715,2.6718805424989958,0.03620443315215576
dup,B,LSQ14xi_B_comb_dup.fits,24,1.1269144643689677,1.1326850330719525,0.1965326840468551,1.835281606173503,0.01477215210819274
dup,V,SN08hu_V_comb_dup.fits,25,1.1267449319222036,1.2005762518725829,0.18297476185991163,1.6618296803009651,0.11216896076489495
swo,V,CSP14acp_V_comb_swo.fits,25,1.125796583066763,1.1694560515743586,0.2487523292282618,2.257892387373356,0.1333551915893985
dup,V,SN2012E_V_comb_dup.fits,25,1.124615994638278,1.2813355115997618,0.3108296068803899,2.006802972250165,0.04442326255966018
dup,V,ASAS15hf_V_comb_dup.fits,25,1.124272237042296,1.2029081171221785,0.22734318208619037,1.9637416300415609,0.08526371226096212
dup,V,CSP12M_V_comb_dup.fits,25,1.1237844338827312,1.2961942243425002,0.32928590659175583,2.053838558461857,0.031511007117687784
dup,B,LSQ15agh_B_comb_dup.fits,25,1.1236400096219938,1.1425781691558827,0.3200223395358272,1.8141110957571285,0.06282623641285172
dup,B,ASAS15gr_B_comb_dup.fits,25,1.1229828594756357,1.1645210134139548,0.17003090736748966,1.7902044236038597,0.08211974287293017
dup,V,SN08ae_V_comb_dup.fits,24,1.1221766739889205,1.3485822773375793,0.6559707021460564,2.9375996528055883,0.0351361507355498
dup,B,CSP14acy_B_comb_dup.fits,25,1.1194514061492382,1.1237254094569633,0.032155398959789805,1.1843939287585463,0.02729075058999329
dup,V,SN08ia_V_comb_dup.fits,25,1.1193463399470216,1.176321593859697,0.18951937792901266,1.7863408569079278,0.14363694057859694
dup,V,CSP13ag_V_comb_dup.fits,25,1.1169619319432535,1.1560438513237967,0.13831566007746152,1.7940710740631216,0.03895492462042827
dup,V,LSQ11ot_V_comb_dup.fits,25,1.1162925998194613,1.1542881158057927,0.08991925971646729,1.376799351071409,0.04141125197157953
swo,V,SN09aa_V_comb_swo.fits,25,1.1153049805520645,1.139877314285532,0.11897092487002033,1.6842390589116971,0.0313297665035404
dup,V,LSQ13dsm_V_comb_dup.fits,24,1.1150163379406213,1.1938174397715982,0.20830491378984248,1.7723080492642822,0.030902734911789687
dup,V,CSP14aal_V_comb_dup.fits,25,1.1143965054982854,1.1797949351092543,0.16929880935973712,1.756192527090478,0.02459713787918327
dup,B,CSP14aaq_B_comb_dup.fits,25,1.1116597889801263,1.1382444178379016,0.11184440335951822,1.461376964979586,0.04165835599173338
dup,V,SN07hx_V_comb_dup.fits,25,1.111626625203163,1.0651712435745158,0.45188612009668466,2.561424671517361,0.03572686034828011
dup,B,CSP13abl_B_comb_dup.fits,25,1.1103840725341931,1.1243528753793806,0.047050725777513486,1.2453470339228794,0.03802307643291591
dup,B,SN08ae_B_comb_dup.fits,19,1.1102918003501725,0.8419387101938093,0.41275201460041444,1.249227329167911,0.09602389822362477
dup,B,LSQ12cda_B_comb_dup.fits,25,1.1099326568645853,1.0628081265292233,0.4752910944267097,2.887071776450191,0.05818172294460495
dup,V,ASAS15aj_V_comb_dup.fits,25,1.1085841410811506,1.2485205572331166,0.4174503122551159,2.520575489886552,0.2820698510866193
dup,B,CSP14aaa_B_comb_dup.fits,22,1.1084034731721768,0.7879713215748054,0.4095835407736411,1.1948685804852155,0.12499912472454336
dup,V,SN08fr_V_comb_dup.fits,25,1.1062558697607212,1.2020507552618822,0.2827024072856062,2.0438102526618938,0.08530310008704937
dup,B,SN2012id_B_comb_dup.fits,25,1.1051204971997912,1.1132308941273374,0.07389733136993454,1.2630594717387271,0.060907165339348736
dup,V,SN2013hn_V_comb_dup.fits,25,1.1049347186220786,1.1805677892893613,0.36115926160997097,2.906792603103834,0.031100140202895178
dup,V,SN09I_V_comb_dup.fits,25,1.1041570152301792,1.8655393401166935,1.6520509041122406,7.13567162599868,0.2751785552599074
dup,B,SN05el_B_comb_dup.fits,25,1.103796792821049,1.1039745118101785,0.2762518287731842,1.658559337855545,0.04217582350371445
dup,B,SN2012aq_B_comb_dup.fits,23,1.1029975344697502,1.0476206994991693,0.31894815912644486,1.9231562680985097,0.04483416906140617
dup,B,CSP13Q_B_comb_dup.fits,25,1.0986236849767776,1.1057819784003078,0.04143459612581581,1.172870052418314,0.05976701552374639
dup,V,CSP13abs_V_comb_dup.fits,25,1.0974524843892512,1.1273727758664334,0.11685203328589341,1.4563383753467485,0.04653820535077797
dup,B,ASAS14ad_B_comb_dup.fits,20,1.0961222461047073,1.0050372689186102,0.34537912503614276,1.7149073488257771,0.07030494315094216
dup,B,CSP13bf_B_comb_dup.fits,25,1.0949731824502424,1.118414390275457,0.10859704669781642,1.6272903353898125,0.023309830885665347
dup,B,LSQ12hzs_B_comb_dup.fits,24,1.092373415184936,1.1229954185763518,0.08894956214480412,1.3421421347500526,0.09502729593024141
dup,V,LSQ14ie_V_comb_dup.fits,25,1.0907356311748946,1.078342940431631,0.08678434269653924,1.2989438947267031,0.051960322314598406
dup,B,LSQ14gfb_B_comb_dup.fits,25,1.0899489095013768,1.0982801154604225,0.03087488655205435,1.2267685662645538,0.016509125173144384
dup,V,ASAS15go_V_comb_dup.fits,25,1.0894284318141672,1.1668372256037143,0.24642257033710613,1.989923497629836,0.06905961163564002
dup,B,SN06fw_B_comb_dup.fits,21,1.0886647779771144,0.9610825907955827,0.48862783453268965,2.5377028751591224,0.07806041340374116
dup,B,SN06hx_B_comb_dup.fits,23,1.0885432892015678,0.7853138144259124,0.39761065102897747,1.30196619089116,0.31642126752489225
dup,B,SN08cd_B_comb_dup.fits,25,1.0864739528543528,1.17278230325633,0.4794773118090891,3.115753890796058,0.14786101751803216
dup,V,LSQ12cda_V_comb_dup.fits,25,1.0853129047870809,1.2406389096972048,0.37345083318063904,2.5978691952700195,0.04279127904004737
dup,V,SN09F_V_comb_dup.fits,25,1.0836965869759432,1.2323130379055418,0.3031532932173234,2.240560268203888,0.07898558924263728
dup,B,SN05bo_B_comb_dup.fits,24,1.0823473622743767,1.1144135920167706,0.10417543241818052,1.3997696733208038,0.032588723701439025
dup,B,LSQ15aae_B_comb_dup.fits,25,1.0823248756054746,1.0889092048137683,0.03870699867870262,1.2234081635634673,0.024743174914699823
dup,V,SN05el_V_comb_dup.fits,24,1.0796971571967484,1.1211703140201157,0.12308310348216436,1.5054035669747228,0.031299258786302145
swo,V,ASAS15eb_V_comb_swo.fits,25,1.0789927064544251,1.142555112280315,0.37314026246166965,2.612596398116583,0.15318598886263982
dup,B,LSQ14fms_B_comb_dup.fits,24,1.0775456488566038,1.025366328001366,0.3062812269212915,1.8943448375929188,0.04460969712053842
dup,B,CSP13aay_B_comb_dup.fits,25,1.0769673417371608,1.1031595848936115,0.2673880671877403,1.994798159668804,0.08089245763276905
dup,B,LSQ14ip_B_comb_dup.fits,24,1.0764476643270502,0.9960479944532485,0.35474043575066416,1.93235958384983,0.08366848585500543
dup,V,LSQ15aae_V_comb_dup.fits,25,1.0759480453274004,1.122500072107051,0.1821175566041696,1.8761846091968395,0.017152436568952458
dup,V,SN08gl_V_comb_dup.fits,24,1.0754404255631596,1.2938456284390008,0.4638103362419709,2.48421658752616,0.2177529158681487
dup,B,LSQ12fvl_B_comb_dup.fits,25,1.0717461920515527,1.1563836099187708,0.54617588251117,2.827358674706196,0.4342438358389807
swo,V,ASAS15as_V_comb_swo.fits,25,1.069829785246875,1.147679515056175,0.2418221177641623,1.9460518194538072,0.061008946564679985
dup,B,CSP14ade_B_comb_dup.fits,25,1.0693471225172175,1.0799249789736387,0.03630679084468448,1.186733577278546,0.025016171079282366
dup,B,LSQ13dsm_B_comb_dup.fits,23,1.066915073830892,0.9671074345060506,0.36983836288624594,1.7516544416923951,0.044961815743428224
dup,V,SN09ds_V_comb_dup.fits,25,1.0653258071351417,1.3204161255184672,0.6593460343972409,3.8895022771520606,0.10046415469674447
dup,V,CSP13Q_V_comb_dup.fits,25,1.0649240802743378,1.0763185709846974,0.030833812353695533,1.1404036586008448,0.028288727467563085
dup,V,PTF14aje_V_comb_dup.fits,25,1.0629663515069094,1.108817336966696,0.14330162389788062,1.6482560871788854,0.0575995342110132
dup,B,SN07jd_B_comb_dup.fits,15,1.0619404127781504,0.9757329699586441,0.47915655860861756,1.578618259910659,0.5228496483157558
dup,V,PTF14w_V_comb_dup.fits,24,1.0609005060644012,1.121594059715476,0.37853787377038917,2.215651552174824,0.03551311832489068
dup,B,LSQ12ca_B_comb_dup.fits,25,1.0599053692694569,1.0470389072686987,0.045779728088884725,1.1562737044253029,0.04520656855643575
dup,B,SN07jh_B_comb_dup.fits,18,1.0596275376561373,0.9441893173502325,0.4215804774959928,1.934023027014011,0.10000457632689923
dup,B,SN09D_B_comb_dup.fits,24,1.0591531536621095,1.314153299375715,0.732275112497467,4.500246542052294,0.018306434111173126
dup,B,ASAS15eb_B_comb_dup.fits,25,1.0588669982190884,1.169512548935058,0.3206606817351081,2.6161875399745367,0.08104294296212587
dup,V,LSQ13cwp_V_comb_dup.fits,25,1.0581912266520377,1.1494742338826303,0.2987613342573357,2.3065775347023187,0.03138662890415898
dup,V,LSQ13dkp_V_comb_dup.fits,25,1.0575625659276466,1.2570541206686174,0.38770852270841716,2.2665348112541333,0.021962259339635703
dup,V,CSP14aaq_V_comb_dup.fits,25,1.057495276181538,1.1035829121328349,0.1780726551064868,1.7771471475869405,0.036751106198047744
dup,V,SN2013fy_V_comb_dup.fits,25,1.0560441688728026,1.0897036480891615,0.1327087059472499,1.6762725231231574,0.05412808882885883
dup,V,SN06ot_V_comb_dup.fits,21,1.054218667263685,0.975459034791964,0.43941369276433756,2.307066520510769,0.1335960536407607
dup,V,PTF13dym_V_comb_dup.fits,25,1.0535956801628283,1.186015532381824,0.33087804060562004,2.153294486648458,0.06880559899381178
dup,V,SN08go_V_comb_dup.fits,25,1.0528562241355512,1.1243694372894821,0.200738020406244,1.85203978291149,0.013001636173553493
dup,B,SN09ab_B_comb_dup.fits,25,1.0522949654342442,1.0880184207223529,0.16924784051563976,1.888480055270653,0.01901676527817345
dup,V,CSP14aaa_V_comb_dup.fits,25,1.0502679668899526,1.1130151710330014,0.4917431758591307,2.749855270179387,0.049034686042742935
swo,V,ASAS15gr_V_comb_swo.fits,25,1.0496985265243444,1.154060692878804,0.272431207841318,2.1757713104272223,0.12486678012315185
dup,B,LSQ14q_B_comb_dup.fits,25,1.0473505233104845,1.0710232288078423,0.35663200657076705,2.167113684306794,0.049233180857281934
dup,V,LSQ14bjj_V_comb_dup.fits,25,1.047226068550247,1.0966592967170683,0.21288758038524783,2.1082385237547974,0.0222064216296943
dup,B,ASAS14jc_B_comb_dup.fits,25,1.0463925332801107,1.081727271281108,0.11765469722437072,1.606710756144861,0.033311925669821524
dup,B,PTF13dwl_B_comb_dup.fits,25,1.0457107082659514,1.0480282969065093,0.04331281850256664,1.144392567710481,0.04883858094661765
dup,B,SN08bd_B_comb_dup.fits,25,1.044775740925722,1.0467214265205014,0.036046447272666336,1.1249639325395062,0.033667932812980646
dup,V,LSQ12gdj_V_comb_dup.fits,25,1.0441348613173147,1.1212323220785834,0.21804463478304414,1.7381050106145448,0.054644998690732055
dup,V,SN2012gm_V_comb_dup.fits,25,1.0433943117892912,1.0778029705208547,0.15106257876405663,1.7689157873347954,0.03307960521825575
dup,V,LSQ12bld_V_comb_dup.fits,25,1.0429565717371023,1.0964908744574642,0.1872169624799717,1.706726097597353,0.041671887602043794
dup,B,SN08R_B_comb_dup.fits,23,1.0428708669008278,1.0513194980036857,0.5457917393777433,3.0773988529461667,0.12467680278822056
dup,V,SN2012id_V_comb_dup.fits,25,1.0424066055457684,1.0431371768502617,0.10729142955052105,1.3837944104585735,0.05744064197238948
dup,V,SN09ag_V_comb_dup.fits,25,1.042352721348318,1.0958494399584484,0.18359315072174212,1.615099209520925,0.13080950023452273
dup,B,SN05hk_B_comb_dup.fits,20,1.0420320588711305,0.9172489929610294,0.31596248244864383,1.2751039145953798,0.05447119792574097
dup,V,SN09P_V_comb_dup.fits,25,1.0414204663334627,1.1814149642259004,0.473522218083879,3.337331857566403,0.034194016445762615
dup,V,LSQ14q_V_comb_dup.fits,25,1.0403539069609835,1.149475910448062,0.25281717963310124,1.8772955814531824,0.042072993908893214
dup,V,SN2012aq_V_comb_dup.fits,24,1.040180396379591,1.1358226146991834,0.25275227054021465,1.9467011730950707,0.03097508491673339
dup,B,SN07ba_B_comb_dup.fits,24,1.0381720768316227,1.0593268478788047,0.20628173650757584,1.4495732022133263,0.04186101188136445
swo,V,CSP13abl_V_comb_swo.fits,25,1.0374878543799069,1.0998679872751567,0.18711315778533535,1.5796292489360373,0.1223167551005773
dup,V,SN07bd_V_comb_dup.fits,25,1.0369586171809877,1.009271552313841,0.1509514577377129,1.192285765725637,0.054166632850840384
dup,V,CSP14ade_V_comb_dup.fits,25,1.0360539885752014,1.062068083882405,0.0770705329326282,1.3153948283987398,0.0303273165057171
dup,B,SN09ad_B_comb_dup.fits,25,1.033497875876071,1.304187862162559,1.1303901240911218,6.693067661663748,0.0468159318271779
dup,V,LSQ15agh_V_comb_dup.fits,25,1.0328066376713871,1.1293398799558296,0.25523030779905476,1.9798105131274253,0.05370406146906082
dup,B,PTF11pra_B_comb_dup.fits,25,1.032324965649357,1.3262203829476784,0.6213473389823363,3.4666269786160955,0.09012003431200494
dup,B,SN2012gm_B_comb_dup.fits,25,1.0314922510710056,1.0520502328550811,0.10724812021789226,1.5411408974421892,0.03017925670662796
dup,B,SN06br_B_comb_dup.fits,20,1.031424398749834,1.0381396742805247,0.10729114395989263,1.437504347245432,0.017746807883405383
dup,B,SN06D_B_comb_dup.fits,19,1.0310669653375215,1.1058089021642192,1.2871643315022694,6.2243715349727005,0.19411516319801786
dup,V,KISS13l_V_comb_dup.fits,22,1.0309890190652813,1.030742500983398,0.43830173329089805,2.00522849962305,0.07013998487144733
dup,B,PTF14yy_B_comb_dup.fits,24,1.0308724847710464,1.0169829129846961,0.30391665608447727,1.9762840817867957,0.05685132218937682
dup,B,SN07af_B_comb_dup.fits,18,1.030645521125372,0.8760506216578602,0.3448491542843192,1.300378575054741,0.20413941090750856
dup,V,LSQ12hzs_V_comb_dup.fits,25,1.0285996805686548,1.0346443287430407,0.12871537116567308,1.417312717343387,0.09190101024915492
dup,B,SN08bc_B_comb_dup.fits,25,1.0275844084067676,1.097428026390519,0.2042635652683977,1.569403050963933,0.15453023887476697
dup,V,SN05M_V_comb_dup.fits,18,1.0272174076926675,0.9186767195547441,0.43649892122405476,1.8388113110434692,0.23931292116007946
dup,B,ASAS15ba_B_comb_dup.fits,21,1.027023469496258,0.8675479794794454,0.30597362778995973,1.0645077368489806,0.02893124763964787
dup,V,CSP13aaf_V_comb_dup.fits,24,1.024971559275059,1.1516952532824087,0.5322231935346818,3.262666287867797,0.08426056274866636
dup,B,LSQ14ba_B_comb_dup.fits,24,1.0249645628469624,1.0462935578290888,0.06169261813684385,1.2022148035705142,0.039214418476996055
dup,B,SN04eo_B_comb_dup.fits,24,1.0229589323286556,1.0942331835152825,0.15451557787405693,1.5559443034587277,0.06890343351356099
dup,V,CSP13aay_V_comb_dup.fits,25,1.0223308145665324,1.116318921492815,0.272854743077335,1.9764613024206084,0.04438909305869941
dup,V,LSQ14ahc_V_comb_dup.fits,25,1.0222484098242663,1.0683740270895443,0.17911237504842606,1.5349102306429243,0.17266966123096064
dup,B,SN08ia_B_comb_dup.fits,25,1.020286297209171,1.0921370877359022,0.14268271472433103,1.4824283077673648,0.06156268392156853
dup,V,SN07N_V_comb_dup.fits,18,1.0193096724274207,0.8114420424662256,0.3435810452505301,1.184828545163991,0.15915825650553328
swo,V,KISS15m_V_comb_swo.fits,25,1.0188729512102468,1.1424544641365484,0.2888143016936245,1.8297964645256697,0.04291276970406568
dup,B,SN2012ij_B_comb_dup.fits,19,1.018649925839915,1.0047414298829072,0.2898106619098688,1.7721647530479467,0.0553512541787479
dup,V,PS15sv_V_comb_dup.fits,25,1.0178934319534898,1.054601023065583,0.0880521463562959,1.1738238993139467,0.11017837502462398
dup,V,SN05hk_V_comb_dup.fits,22,1.0176458032984237,0.9848901479955505,0.3724227933123246,1.8713529294196012,0.09351565951715447
dup,V,PTF11pra_V_comb_dup.fits,25,1.0168318748405734,1.2339231347202968,0.5554065239118142,3.409569162371247,0.08314609877092817
dup,B,SN05hc_B_comb_dup.fits,13,1.0162566509583637,0.947693970653839,0.34623648302475407,1.6809870512700342,0.042925146778190454
dup,V,LSQ14azy_V_comb_dup.fits,25,1.014835627290778,1.141202473585016,0.47251918008649924,2.4835131562767025,0.04576885888926896
dup,B,LSQ12gdj_B_comb_dup.fits,22,1.0147567394569594,0.761755141950534,0.38878824956452307,1.3727793698902235,0.37428192163704727
dup,B,LSQ14gov_B_comb_dup.fits,25,1.0131982398762571,1.0277258797182183,0.3440705907243819,2.356053884805125,0.026763755143481536
dup,V,SN08fu_V_comb_dup.fits,25,1.011864187369907,1.121547147309502,0.234708363540242,1.7726979941533068,0.02567405241308291
dup,V,PTF13dwl_V_comb_dup.fits,25,1.0113138863891653,1.0351323866567481,0.08995581318964893,1.2900546872975176,0.07766150747426852
dup,V,SN06hx_V_comb_dup.fits,23,1.011280403610674,0.9549365414905984,0.444256888943281,2.3097450436749667,0.10481187150768359
dup,V,SN09cz_V_comb_dup.fits,25,1.0101284965170043,1.0795607668150706,0.19560968978138382,1.929552107193696,0.06523656810528469
dup,B,LSQ14foj_B_comb_dup.fits,20,1.0099606361689877,0.9206299442960436,0.4662306611555032,1.9860834472405584,0.05722997889426764
swo,V,CSP12F_V_comb_swo.fits,25,1.009715633993927,1.0034702033246783,0.040948373715650535,1.110714061241011,0.025982987580111343
dup,B,CSP14aba_B_comb_dup.fits,23,1.0095232591098118,0.8167552499892985,0.32222532675548815,1.0593674753197444,0.0585639003134337
dup,V,SN08hj_V_comb_dup.fits,25,1.006444961260875,1.1231130132354181,0.3383085312815538,2.5285577803661625,0.02717518520191665
swo,V,PTF11pbp_V_comb_swo.fits,25,1.0061972792936225,1.024046835606072,0.05668027490639538,1.1695007844700316,0.042020710241791166
dup,V,SN08fp_V_comb_dup.fits,25,1.0057653750674802,1.004832450895602,0.1171410684878944,1.2708071668060128,0.12927324313345145
dup,B,PTF14w_B_comb_dup.fits,22,1.0044911990367407,0.9484410891353207,0.47121766443492313,2.037150656539691,0.056780021412654993
dup,B,CSP14aax_B_comb_dup.fits,25,1.0037773600220186,1.0093805697277518,0.03677302300314697,1.0826026797862176,0.029161681696277038
dup,B,CSP13M_B_comb_dup.fits,21,1.002710883599908,0.9541860667177419,0.3538475036006138,1.689409395688759,0.06924469902558575
dup,V,SN08cd_V_comb_dup.fits,23,1.0024026152599317,1.1204429258717443,0.5779481327799191,3.64596539243671,0.04086881802104066
dup,V,PTF11pbp_V_comb_dup.fits,25,1.000460297835576,1.1027838609637215,0.28144051862012986,1.9136065712201504,0.04003947708875411
dup,B,LSQ14asu_B_comb_dup.fits,25,0.9996127824341916,0.9539964121665174,0.17285281573616595,1.0456424411144996,0.023376889565230225
dup,V,CSP13bh_V_comb_dup.fits,25,0.996577837000999,1.1332394993131627,0.2861996138025675,1.711252107802329,0.14563956629862804
dup,V,SN08bd_V_comb_dup.fits,25,0.9945219914643636,0.9951677710766675,0.06912864736985473,1.2542535529242913,0.04639973294383356
dup,B,CSP12F_B_comb_dup.fits,21,0.99425564696301,1.032312837264085,0.16709487146350813,1.7481646901129255,0.02868771803195595
dup,B,CSP12N_B_comb_dup.fits,25,0.9930263480370844,1.0040556510028105,0.06546199611131202,1.2570095038972784,0.03352790644684616
dup,B,LSQ14bbv_B_comb_dup.fits,25,0.9924034677322846,1.0163270415361416,0.11360567179477062,1.4099386202916118,0.0256049529573258
dup,V,LSQ14fms_V_comb_dup.fits,25,0.9923514769977732,1.0707964656511257,0.2513425772075766,2.0326692373355426,0.03451073688698908
dup,B,SN2013fy_B_comb_dup.fits,25,0.990982610979162,1.00668322312041,0.05531096818624537,1.2248531639715894,0.03297720777805883
dup,B,SN06et_B_comb_dup.fits,18,0.9907637990614866,0.8034747435594891,0.45370146424910623,1.6536145722287712,0.8336268457102187
dup,V,LSQ12hzj_V_comb_dup.fits,25,0.990424296802486,1.0266500444283455,0.14444317826503528,1.5057695169745702,0.09747852343571091
dup,V,SN05gj_V_comb_dup.fits,22,0.9889644735472091,0.8238889488759359,0.3535319957001183,1.5278629384583964,0.052757140730461075
dup,B,LSQ12hvj_B_comb_dup.fits,25,0.9886232448111724,0.9966506555830908,0.07123483551271088,1.2067911873359995,0.06282523254619483
