annulus_inner_kpc,annulus_outer_kpc,n_measurements,n_annulus_ok,frac_annulus_ok,n_rows_both_guards_ok,n_rows_total,median_bkg_per_pixel,median_flux_at_5kpc,frac_still_rising_5_to_10kpc,n_negative_flux_rows,output_file
10.0,15.0,541,539,0.9963031423290203,10079,10279,1.5770307183265686,72116.73349130021,0.725417439703154,527,curve_of_growth_ann10-15.csv
15.0,25.0,541,537,0.9926062846580407,10041,10279,0.38993874192237854,75709.31863641358,0.7541899441340782,394,curve_of_growth_ann15-25.csv
20.0,30.0,541,532,0.9833641404805915,9946,10279,0.19306472316384315,74672.29332063929,0.7631578947368421,360,curve_of_growth_ann20-30.csv
