object,telescope,filter,file,plate_scale,z,n_stars,fwhm_arcsec,sigma_min_arcsec,sigma_min_kpc,smallest_safe_grid_radius_kpc
SN05ke,swo,V,SN05ke_V_comb_swo.fits,0.23,0.005,23,1.3561122004555344,0.5758878277417208,0.0594223726237582,1.0
SN05ki,swo,V,SN05ki_V_comb_swo.fits,0.23,0.019,23,1.3993034183240616,0.5942294492000855,0.22906726201104088,1.0
SN05ku,swo,V,SN05ku_V_comb_swo.fits,0.23,0.04541,25,1.4028267568181034,0.5957256732964774,0.531749177339675,1.0
SN05lu,dup,B,SN05lu_B_comb_dup.fits,0.23,0.032,15,0.9092211406327904,0.38611066801108385,0.2467859129257398,1.0
SN05lu,dup,V,SN05lu_V_comb_dup.fits,0.23,0.032,15,0.895401648848644,0.3802420701904955,0.24303494878323562,1.0
SN05mc,swo,V,SN05mc_V_comb_swo.fits,0.23,0.025,24,1.5446314826448895,0.6559445958107548,0.33030725495004926,1.0
SN05na,swo,V,SN05na_V_comb_swo.fits,0.23,0.026,25,1.4434141975865742,0.6129615724277578,0.32062303939458453,1.0
SN06D,dup,B,SN06D_B_comb_dup.fits,0.23,0.009,13,1.0798008588087906,0.4585492046780156,0.08475255104733702,1.0
SN06D,dup,V,SN06D_V_comb_dup.fits,0.23,0.009,15,0.9224052994009517,0.39170946474121277,0.0723987220292225,1.0
SN06ax,dup,B,SN06ax_B_comb_dup.fits,0.23,0.017,14,0.7501605265197216,0.31856384444436914,0.11014165584199442,1.0
SN06ax,dup,V,SN06ax_V_comb_dup.fits,0.23,0.017,19,0.7263743437375441,0.3084627826530997,0.10664927059220818,1.0
SN06bd,dup,B,SN06bd_B_comb_dup.fits,0.23,0.026,15,0.5161824675752712,0.21920251131907068,0.1146586973530538,1.0
SN06bd,dup,V,SN06bd_V_comb_dup.fits,0.23,0.026,11,1.2379661694108175,0.5257158278498292,0.2749872327484576,1.0
SN06bh,swo,V,SN06bh_V_comb_swo.fits,0.23,0.011,25,1.630187942782104,0.6922770791857594,0.1560056279274337,1.0
SN06br,dup,B,SN06br_B_comb_dup.fits,0.23,0.025,20,1.031424398749834,0.4380056136035983,0.22056196941952824,1.0
SN06bt,swo,V,SN06bt_V_comb_swo.fits,0.23,0.032,25,1.6748428528282657,0.7112402734818122,0.4545952617805504,1.0
SN06dd,swo,V,SN06dd_V_comb_swo.fits,0.23,0.006,15,1.1644915173750443,0.4945140159785498,0.0611564057258762,1.0
SN06ef,dup,B,SN06ef_B_comb_dup.fits,0.23,0.018,11,0.9641896336717884,0.4094536377445845,0.14971240434936464,1.0
SN06ef,dup,V,SN06ef_V_comb_dup.fits,0.23,0.018,18,0.9210145071321186,0.3911188496444168,0.1430084824478953,1.0
SN06ej,dup,B,SN06ej_B_comb_dup.fits,0.23,0.02,15,0.8251617702797779,0.3504139401314349,0.1420174420903419,1.0
SN06ej,dup,V,SN06ej_V_comb_dup.fits,0.23,0.02,17,0.6829262802853641,0.29001208891798286,0.11753749016936996,1.0
SN06eq,swo,V,SN06eq_V_comb_swo.fits,0.23,0.05,25,1.338193229673356,0.5682783414797067,0.5554889854029655,1.0
SN06et,dup,B,SN06et_B_comb_dup.fits,0.23,0.023,10,1.0398731323025074,0.44159346039915354,0.20507281953747578,1.0
SN06et,dup,V,SN06et_V_comb_dup.fits,0.23,0.023,15,0.9416876120833921,0.39989790900179617,0.18570970605409912,1.0
SN06ev,swo,V,SN06ev_V_comb_swo.fits,0.23,0.029,25,1.682950431080504,0.7146832449603957,0.4154639881744246,1.0
SN06fw,dup,B,SN06fw_B_comb_dup.fits,0.23,0.0835,16,1.09980121942821,0.46704257582186304,0.7330590133713278,1.0
SN06fw,dup,V,SN06fw_V_comb_dup.fits,0.23,0.0835,14,0.9576105257664561,0.4066597478593615,0.6382835505286317,1.0
SN06gj,swo,V,SN06gj_V_comb_swo.fits,0.23,0.028,25,1.4867241014736245,0.6313535951975832,0.3547923448170874,1.0
SN06gt,swo,V,SN06gt_V_comb_swo.fits,0.23,0.045,16,1.3782722937239693,0.5852983528963696,0.5179769001203671,1.0
SN06hb,swo,V,SN06hb_V_comb_swo.fits,0.23,0.015,25,1.254937146187793,0.5329227381242626,0.16297240663495652,1.0
SN06hx,dup,B,SN06hx_B_comb_dup.fits,0.23,0.045,14,1.1239415857008699,0.47729404549301685,0.4223953286507119,1.0
SN06hx,dup,V,SN06hx_V_comb_dup.fits,0.23,0.045,19,1.0370252066822803,0.4403840577417247,0.38973075519977635,1.0
SN06is,swo,V,SN06is_V_comb_swo.fits,0.23,0.031,25,1.4038678439484578,0.5961677822943819,0.36958088538918443,1.0
SN06kf,dup,B,SN06kf_B_comb_dup.fits,0.23,0.021,11,0.9548948686995482,0.4055065144848459,0.17235459413898352,1.0
SN06kf,dup,V,SN06kf_V_comb_dup.fits,0.23,0.021,13,0.8807077451661102,0.3740021438260413,0.15896412364210255,1.0
SN06lu,dup,B,SN06lu_B_comb_dup.fits,0.23,0.068,23,0.7830235925900724,0.3325195036632963,0.43277760078396715,1.0
SN06lu,dup,V,SN06lu_V_comb_dup.fits,0.23,0.068,24,0.7486557892068825,0.31792484134261856,0.41378249561326175,1.0
SN06ob,swo,V,SN06ob_V_comb_swo.fits,0.23,0.059,18,1.3344462314254883,0.5666871378309292,0.6467308207390836,1.0
SN06os,dup,B,SN06os_B_comb_dup.fits,0.23,0.033,14,0.3960573292225119,0.16819006193626423,0.11072673257862238,1.0
SN06os,dup,V,SN06os_V_comb_dup.fits,0.23,0.033,15,1.0740364704316516,0.45610129432100005,0.30027104731183774,1.0
SN06ot,dup,B,SN06ot_B_comb_dup.fits,0.23,0.053,14,1.2368909108083672,0.525259207563825,0.5423156971127949,1.0
SN06ot,dup,V,SN06ot_V_comb_dup.fits,0.23,0.053,17,1.0593404266150845,0.44986045912530087,0.46446856138999665,1.0
SN06py,swo,V,SN06py_V_comb_swo.fits,0.23,0.058,20,1.5714335672577016,0.6673263931881674,0.7495594184078701,1.0
SN07N,dup,B,SN07N_B_comb_dup.fits,0.23,0.013,13,0.98535395389894,0.4184412970231827,0.11117068197643723,1.0
SN07N,dup,V,SN07N_V_comb_dup.fits,0.23,0.013,13,1.0277345503528375,0.43643867926193486,0.1159521920030679,1.0
SN07S,dup,B,SN07S_B_comb_dup.fits,0.23,0.014,19,0.9391375420245018,0.3988149939551575,0.11396849341846366,1.0
SN07S,dup,V,SN07S_V_comb_dup.fits,0.23,0.014,12,0.8670000485635618,0.3681810210479021,0.10521428960822654,1.0
SN07af,dup,B,SN07af_B_comb_dup.fits,0.23,0.005,13,1.054053487357822,0.44761530274130507,0.04618670864409941,1.0
SN07af,dup,V,SN07af_V_comb_dup.fits,0.23,0.005,16,0.9318235458938147,0.3957090257746501,0.040830814695933026,1.0
SN07ai,swo,V,SN07ai_V_comb_swo.fits,0.23,0.032,25,1.7006214435584945,0.7221874330257552,0.46159223178376757,1.0
SN07al,dup,B,SN07al_B_comb_dup.fits,0.23,0.012,16,0.394336472069882,0.16745928118880915,0.041117839901008944,1.0
SN07al,dup,V,SN07al_V_comb_dup.fits,0.23,0.012,20,0.8852631275996421,0.3759366366307652,0.09230723031994342,1.0
SN07as,dup,B,SN07as_B_comb_dup.fits,0.23,0.018,17,1.431481976935266,0.6078944248652564,0.22227018530953435,1.0
SN07as,dup,V,SN07as_V_comb_dup.fits,0.23,0.018,24,1.1899846550263362,0.5053399547610425,0.18477222490393047,1.0
SN07ax,swo,V,SN07ax_V_comb_swo.fits,0.23,0.007,25,1.5429075149951288,0.6552124941567883,0.09441971517327864,1.0
SN07ba,dup,B,SN07ba_B_comb_dup.fits,0.23,0.039,23,1.039760560271872,0.44154565545929286,0.3410856556142108,1.0
SN07ba,dup,V,SN07ba_V_comb_dup.fits,0.23,0.039,23,0.7640801387564493,0.3244749595064735,0.2506507604033334,1.0
SN07bc,dup,B,SN07bc_B_comb_dup.fits,0.23,0.021,21,1.3046758600204071,0.5540448251124259,0.23548862362512032,1.0
SN07bc,dup,V,SN07bc_V_comb_dup.fits,0.23,0.021,13,0.9809970036200508,0.416591070595867,0.17706592207449867,1.0
SN07bd,dup,B,SN07bd_B_comb_dup.fits,0.23,0.031,24,1.1543849519807916,0.4902221528208622,0.30390226150708527,1.0
SN07bd,dup,V,SN07bd_V_comb_dup.fits,0.23,0.031,24,1.037631817300404,0.440641661552854,0.2731659446428288,1.0
SN07bm,dup,B,SN07bm_B_comb_dup.fits,0.23,0.006,21,0.8590955545431898,0.364824291502028,0.04511771490561986,1.0
SN07bm,dup,V,SN07bm_V_comb_dup.fits,0.23,0.006,24,0.6779711913824789,0.28790785640419003,0.03560548156169085,1.0
SN07ca,dup,B,SN07ca_B_comb_dup.fits,0.23,0.014,10,1.3666269745091069,0.5803530411561217,0.16584622633025625,1.0
SN07ca,dup,V,SN07ca_V_comb_dup.fits,0.23,0.014,25,1.2090865813423284,0.5134517959848763,0.14672800300477262,1.0
SN07cg,dup,B,SN07cg_B_comb_dup.fits,0.23,0.033,15,0.7238055771756812,0.30737192793267915,0.20235612541289555,1.0
SN07cg,dup,V,SN07cg_V_comb_dup.fits,0.23,0.033,18,0.7694070308482635,0.32673708229715326,0.21510503723309232,1.0
SN07hj,dup,B,SN07hj_B_comb_dup.fits,0.23,0.014,12,1.2024243435396391,0.510622604082613,0.1459195109882239,1.0
SN07hj,dup,V,SN07hj_V_comb_dup.fits,0.23,0.014,15,1.1314299683607656,0.48047406881399096,0.13730402963617472,1.0
SN07hx,dup,B,SN07hx_B_comb_dup.fits,0.23,0.0798,17,0.39875191913327307,0.16933434891328705,0.2550992159511369,1.0
SN07hx,dup,V,SN07hx_V_comb_dup.fits,0.23,0.0798,21,1.1184679206338626,0.4749695939585747,0.7155333327056298,1.0
SN07jd,dup,B,SN07jd_B_comb_dup.fits,0.23,0.0727,11,1.3901560939276898,0.590344938188013,0.8169448572830733,1.0
SN07jd,dup,V,SN07jd_V_comb_dup.fits,0.23,0.0727,11,1.245204807062725,0.5287897942309046,0.7317621868778202,1.0
SN07jg,dup,B,SN07jg_B_comb_dup.fits,0.23,0.037,23,1.2834074664027848,0.5450129699341493,0.4003766530585213,1.0
SN07jg,dup,V,SN07jg_V_comb_dup.fits,0.23,0.037,25,1.214885291502862,0.5159142814613228,0.37900021590593297,1.0
SN07jh,dup,B,SN07jh_B_comb_dup.fits,0.23,0.04077,14,1.0948961497382665,0.46495958451206254,0.37468179286791264,1.0
SN07jh,dup,V,SN07jh_V_comb_dup.fits,0.23,0.04077,17,0.9092703347108949,0.3861315588125735,0.31115922664677004,1.0
SN07le,dup,B,SN07le_B_comb_dup.fits,0.23,0.007,11,1.2981355487692905,0.5512674106493047,0.07944065835436102,1.0
SN07le,dup,V,SN07le_V_comb_dup.fits,0.23,0.007,14,1.46456026423182,0.6219414801238332,0.08962517951265975,1.0
SN07nq,dup,B,SN07nq_B_comb_dup.fits,0.23,0.045,15,0.3608878715622877,0.1532549683886968,0.13562746770291553,1.0
SN07nq,dup,V,SN07nq_V_comb_dup.fits,0.23,0.045,16,0.4626260362880689,0.19645918900014656,0.1738623066593093,1.0
SN07ol,dup,B,SN07ol_B_comb_dup.fits,0.23,0.056,17,0.36028865061099485,0.15300050268013562,0.1663201256061491,1.0
SN07on,dup,B,SN07on_B_comb_dup.fits,0.23,0.006,10,1.0192257755537173,0.4328253352966178,0.053527384378497654,1.0
SN07on,dup,V,SN07on_V_comb_dup.fits,0.23,0.006,17,0.8557511372537534,0.36340404824543876,0.04494207383171109,1.0
SN07so,dup,B,SN07so_B_comb_dup.fits,0.23,0.03,25,1.3531764543156861,0.5746411311433784,0.3451583109242809,1.0
SN07so,dup,V,SN07so_V_comb_dup.fits,0.23,0.03,24,1.179721717047093,0.5009816862806551,0.3009147505619193,1.0
SN07st,dup,B,SN07st_B_comb_dup.fits,0.23,0.021,11,1.5694046724700457,0.6664648009013441,0.2832710848386687,1.0
SN07st,dup,V,SN07st_V_comb_dup.fits,0.23,0.021,10,1.5481598533559233,0.6574429568929442,0.2794364824169828,1.0
SN07ux,dup,B,SN07ux_B_comb_dup.fits,0.23,0.031,21,0.4451405800281061,0.18903379940536205,0.1171872768498875,1.0
SN07ux,dup,V,SN07ux_V_comb_dup.fits,0.23,0.031,22,0.6414907777408577,0.2724160511095134,0.1688782392362903,1.0
SN08C,dup,B,SN08C_B_comb_dup.fits,0.23,0.017,25,1.206385497486219,0.5123047512831764,0.1771264837052275,1.0
SN08C,dup,V,SN08C_V_comb_dup.fits,0.23,0.017,25,1.306014355283812,0.5546132317158219,0.1917544026366364,1.0
SN08J,dup,B,SN08J_B_comb_dup.fits,0.23,0.016,25,1.464381141813277,0.6218654138363388,0.20260426790517258,1.0
SN08J,dup,V,SN08J_V_comb_dup.fits,0.23,0.016,25,1.3354099805092872,0.5670964043843681,0.1847604791736958,1.0
SN08O,dup,B,SN08O_B_comb_dup.fits,0.23,0.0389,23,1.4040134075861752,0.5962295974798033,0.459449919650187,1.0
SN08O,dup,V,SN08O_V_comb_dup.fits,0.23,0.0389,23,1.5822844929513638,0.6719343570606339,0.5177874222726185,1.0
SN08R,dup,B,SN08R_B_comb_dup.fits,0.23,0.013,20,1.0526492209168663,0.4470189656904468,0.11876314222746355,1.0
SN08R,dup,V,SN08R_V_comb_dup.fits,0.23,0.013,15,1.078794009671319,0.4581216352169877,0.1217128781923537,1.0
SN08ae,dup,B,SN08ae_B_comb_dup.fits,0.23,0.03,12,1.1323253253149517,0.4808542919041058,0.28882522708403374,1.0
SN08ae,dup,V,SN08ae_V_comb_dup.fits,0.23,0.03,23,1.1250162032936668,0.47775039356728455,0.28696086992413766,1.0
SN08ar,dup,B,SN08ar_B_comb_dup.fits,0.23,0.026,24,0.4064766110156376,0.17261472352138707,0.09028992972672156,1.0
SN08ar,dup,V,SN08ar_V_comb_dup.fits,0.23,0.026,17,0.3993512487375966,0.169588860762542,0.08870718562305896,1.0
SN08bc,dup,B,SN08bc_B_comb_dup.fits,0.23,0.015,25,1.0275844084067676,0.43637491984796745,0.1334472444037038,1.0
SN08bc,dup,V,SN08bc_V_comb_dup.fits,0.23,0.015,25,1.1368823125873802,0.4827894662211601,0.14764121622020604,1.0
SN08bd,dup,B,SN08bd_B_comb_dup.fits,0.23,0.03,25,1.0447757409257221,0.44367540659014165,0.26649372214723593,1.0
SN08bd,dup,V,SN08bd_V_comb_dup.fits,0.23,0.03,25,0.9945219914643636,0.4223346041082696,0.2536753648469929,1.0
SN08bi,dup,B,SN08bi_B_comb_dup.fits,0.23,0.013,19,1.2726403983859118,0.5404406171381922,0.1435832275696507,1.0
SN08bi,dup,V,SN08bi_V_comb_dup.fits,0.23,0.013,22,1.1362155393871318,0.48250631371375075,0.12819135284948374,1.0
SN08bq,dup,B,SN08bq_B_comb_dup.fits,0.23,0.034,21,1.3228411642227633,0.5617589195463882,0.3805809820399212,1.0
SN08bq,dup,V,SN08bq_V_comb_dup.fits,0.23,0.034,25,1.3361500578410905,0.5674106862902679,0.38440994649923604,1.0
SN08bt,dup,B,SN08bt_B_comb_dup.fits,0.23,0.015,22,0.9661504085810504,0.4102863021825314,0.12546911830294813,1.0
SN08bt,dup,V,SN08bt_V_comb_dup.fits,0.23,0.015,22,0.9041342209163654,0.3839504521053465,0.11741538638120107,1.0
SN08bz,dup,B,SN08bz_B_comb_dup.fits,0.23,0.06,11,0.865093092770034,0.3673712114840878,0.4258663372560298,1.0
SN08bz,dup,V,SN08bz_V_comb_dup.fits,0.23,0.06,21,0.6685237472148569,0.2838958962599074,0.3290995639364661,1.0
SN08cc,dup,B,SN08cc_B_comb_dup.fits,0.23,0.0104,25,1.5535511178558536,0.6597324161283991,0.14066486965348346,1.0
SN08cc,dup,V,SN08cc_V_comb_dup.fits,0.23,0.0104,25,1.6418110305335307,0.6972129500927331,0.1486562829837175,1.0
SN08cd,dup,B,SN08cd_B_comb_dup.fits,0.23,0.007,23,1.1194857370032545,0.47540182077418197,0.06850801062352005,1.0
SN08cd,dup,V,SN08cd_V_comb_dup.fits,0.23,0.007,22,1.0031506657002631,0.42599886467633613,0.06138877360487984,1.0
SN08cf,dup,B,SN08cf_B_comb_dup.fits,0.23,0.046,25,0.7779377360954346,0.3303597392662802,0.2985036197438827,1.0
SN08cf,dup,V,SN08cf_V_comb_dup.fits,0.23,0.046,25,0.8481512135667372,0.36017665781148467,0.32544533526623937,1.0
SN08fl,dup,B,SN08fl_B_comb_dup.fits,0.23,0.02,25,1.5235958826759595,0.6470115989928797,0.26222396362794653,1.0
SN08fl,dup,V,SN08fl_V_comb_dup.fits,0.23,0.02,25,1.4657260812198176,0.6224365570153594,0.25226407276401247,1.0
SN08fp,dup,B,SN08fp_B_comb_dup.fits,0.23,0.006,25,0.8351796126899297,0.3546681261068308,0.043861704860487544,1.0
SN08fp,dup,V,SN08fp_V_comb_dup.fits,0.23,0.006,25,1.0057653750674802,0.4271092295098335,0.05282047522451369,1.0
SN08fr,dup,B,SN08fr_B_comb_dup.fits,0.23,0.048,18,1.2500700062793442,0.530855854109614,0.4993346165307573,1.0
SN08fr,dup,V,SN08fr_V_comb_dup.fits,0.23,0.048,25,1.1062558697607214,0.46978361344218217,0.4418887324206627,1.0
SN08fu,dup,B,SN08fu_B_comb_dup.fits,0.23,0.052,25,1.1540799711513714,0.49009263938731396,0.49704730655088475,1.0
SN08fu,dup,V,SN08fu_V_comb_dup.fits,0.23,0.052,25,1.0118641873699072,0.42969915663199154,0.4357968091463784,1.0
SN08fw,dup,B,SN08fw_B_comb_dup.fits,0.23,0.009,25,0.9073081215952498,0.3852982836246092,0.07121375878140658,1.0
SN08fw,dup,V,SN08fw_V_comb_dup.fits,0.23,0.009,25,0.9859460131816632,0.4186927214511226,0.0773859727286013,1.0
SN08gg,dup,B,SN08gg_B_comb_dup.fits,0.23,0.032,25,1.2496661398441604,0.5306843478257108,0.3391914083290994,1.0
SN08gg,dup,V,SN08gg_V_comb_dup.fits,0.23,0.032,25,1.1737625557246851,0.49845106346937795,0.3185892308563852,1.0
SN08gl,dup,B,SN08gl_B_comb_dup.fits,0.23,0.034,25,0.9423881286646255,0.40019539100374857,0.2711247647639351,1.0
SN08gl,dup,V,SN08gl_V_comb_dup.fits,0.23,0.034,24,1.0754404255631598,0.4566974991709081,0.3094038682465239,1.0
SN08go,dup,B,SN08go_B_comb_dup.fits,0.23,0.062,25,1.250758241684469,0.5311481207762652,0.6347500852712173,1.0
SN08go,dup,V,SN08go_V_comb_dup.fits,0.23,0.062,25,1.0528562241355512,0.44710687186362624,0.5343163496954726,1.0
SN08gp,dup,B,SN08gp_B_comb_dup.fits,0.23,0.033,25,0.9707150794213598,0.41222473941043836,0.27138522905288454,1.0
SN08gp,dup,V,SN08gp_V_comb_dup.fits,0.23,0.033,25,0.9224757884819219,0.3917393986977879,0.2578988505073366,1.0
SN08ha,swo,V,SN08ha_V_comb_swo.fits,0.23,0.005,25,1.774026295416801,0.7533596034908413,0.07773460893220464,1.0
SN08hj,dup,B,SN08hj_B_comb_dup.fits,0.23,0.038,24,1.1497935955516176,0.4882723832667672,0.36794871809003743,1.0
SN08hj,dup,V,SN08hj_V_comb_dup.fits,0.23,0.038,25,1.006444961260875,0.42739782319444597,0.3220753140014264,1.0
SN08hu,dup,B,SN08hu_B_comb_dup.fits,0.23,0.05,25,1.2397817814851315,0.5264868473076196,0.5146380273395645,1.0
SN08hu,dup,V,SN08hu_V_comb_dup.fits,0.23,0.05,25,1.1267449319222036,0.4784845170227837,0.4677160107843132,1.0
SN08hv,dup,V,SN08hv_V_comb_dup.fits,0.23,0.013,24,1.134515537618649,0.48178438943250046,0.12799955338979155,1.0
SN08ia,dup,B,SN08ia_B_comb_dup.fits,0.23,0.022,25,1.020286297209171,0.43327569737744503,0.19269414433156734,1.0
SN08ia,dup,V,SN08ia_V_comb_dup.fits,0.23,0.022,25,1.1193463399470216,0.47534262429480467,0.2114029030643187,1.0
SN09D,dup,B,SN09D_B_comb_dup.fits,0.23,0.025,24,1.0591531536621095,0.4497809316245179,0.22649154486918396,1.0
SN09D,dup,V,SN09D_V_comb_dup.fits,0.23,0.025,25,0.8780265851303245,0.3728635599918144,0.18775905733253687,1.0
SN09F,dup,B,SN09F_B_comb_dup.fits,0.23,0.013,25,1.4050196251480918,0.5966568987353875,0.15851866154282615,1.0
SN09F,dup,V,SN09F_V_comb_dup.fits,0.23,0.013,25,1.0836965869759432,0.46020356810819496,0.12226600213349247,1.0
SN09I,dup,B,SN09I_B_comb_dup.fits,0.23,0.026,25,1.1401266809302901,0.48416722260205897,0.25325432044796276,1.0
SN09I,dup,V,SN09I_V_comb_dup.fits,0.23,0.026,25,1.1041570152301792,0.4688923119879707,0.2452644423089922,1.0
SN09P,dup,B,SN09P_B_comb_dup.fits,0.23,0.025,24,1.3693786550403135,0.5815215722874126,0.29283082056507825,1.0
SN09P,dup,V,SN09P_V_comb_dup.fits,0.23,0.025,25,1.0414204663334627,0.4422505526615625,0.22269954960026492,1.0
SN09Y,dup,B,SN09Y_B_comb_dup.fits,0.23,0.009,25,1.4441452479138568,0.6132720209177922,0.11334959853487378,1.0
SN09Y,dup,V,SN09Y_V_comb_dup.fits,0.23,0.009,25,1.4637117156920725,0.6215811347371281,0.11488535213764337,1.0
SN09aa,swo,V,SN09aa_V_comb_swo.fits,0.23,0.027,25,1.1153049805520645,0.4736264169763368,0.25695989568207106,1.0
SN09ab,dup,B,SN09ab_B_comb_dup.fits,0.23,0.011,25,1.0522949654342442,0.44686852723831555,0.10070246045819826,1.0
SN09ab,dup,V,SN09ab_V_comb_dup.fits,0.23,0.011,25,0.9543176725741571,0.4052614018586777,0.09132623536529128,1.0
SN09ad,dup,B,SN09ad_B_comb_dup.fits,0.23,0.028,25,1.0334978758760707,0.438886138266454,0.24663428431818912,1.0
SN09ad,dup,V,SN09ad_V_comb_dup.fits,0.23,0.028,25,1.2751298238526831,0.5414977787977527,0.30429741449840825,1.0
SN09ag,dup,B,SN09ag_B_comb_dup.fits,0.23,0.009,25,0.9638606519081976,0.40931393205272704,0.07565251355095888,1.0
SN09ag,dup,V,SN09ag_V_comb_dup.fits,0.23,0.009,25,1.0423527213483181,0.4426464449153347,0.08181328205541598,1.0
SN09al,dup,B,SN09al_B_comb_dup.fits,0.23,0.022,25,1.4065303252831798,0.5972984340146017,0.2656412795586914,1.0
SN09al,dup,V,SN09al_V_comb_dup.fits,0.23,0.022,25,1.5462455287568542,0.6566300180855357,0.29202828647734946,1.0
SN09cz,dup,B,SN09cz_B_comb_dup.fits,0.23,0.021,24,1.1737173317239806,0.49843185860453065,0.2118511481988374,1.0
SN09cz,dup,V,SN09cz_V_comb_dup.fits,0.23,0.021,25,1.0101284965170045,0.4289620765920261,0.182324036658102,1.0
SN09dc,dup,B,SN09dc_B_comb_dup.fits,0.23,0.021,24,1.8191004126965495,0.772500818708056,0.3283401383812668,1.0
SN09dc,dup,V,SN09dc_V_comb_dup.fits,0.23,0.021,25,1.811561774638449,0.7692994538844431,0.3269794452353982,1.0
SN09ds,dup,B,SN09ds_B_comb_dup.fits,0.23,0.019,25,0.8381957671037367,0.35594896895517136,0.13721342125331068,1.0
SN09ds,dup,V,SN09ds_V_comb_dup.fits,0.23,0.019,25,1.0653258071351415,0.45240221620465265,0.1743948185893979,1.0
SN09le,dup,B,SN09le_B_comb_dup.fits,0.23,0.018,25,0.8915555408243254,0.37860877849483726,0.1384343068691855,1.0
SN09le,dup,V,SN09le_V_comb_dup.fits,0.23,0.018,25,0.873351772785314,0.37087834997337793,0.13560775720907348,1.0
SN10ae,dup,B,SN10ae_B_comb_dup.fits,0.23,0.003662,25,1.6415650806735969,0.6971085048038232,0.05276798397347361,1.0
SN10ae,dup,V,SN10ae_V_comb_dup.fits,0.23,0.003662,25,1.5376209442267317,0.6529674942556057,0.04942670765690256,1.0
SN2011im,swo,V,SN2011im_V_comb_swo.fits,0.43,0.016228,25,1.4452172638072516,0.6137272641520499,0.2027461696657256,1.0
SN2011iv,dup,B,SN2011iv_B_comb_dup.fits,0.23,0.006,15,1.9368115805269206,0.822488149195904,0.10171687218493632,1.0
SN2011iv,dup,V,SN2011iv_V_comb_dup.fits,0.23,0.006,18,1.9215847400264918,0.8160219054026425,0.10091719368004985,1.0
SN2011iv,swo,V,SN2011iv_V_comb_swo.fits,0.43,0.006,21,1.6276197168514752,0.6911864540502853,0.08547882941696536,1.0
SN2011iy,dup,B,SN2011iy_B_comb_dup.fits,0.23,0.0043,25,0.7323007662380131,0.31097950256678253,0.027619353842373528,1.0
SN2011iy,dup,V,SN2011iy_V_comb_dup.fits,0.23,0.0043,25,0.7056195018479968,0.2996490128139379,0.02661304698578577,1.0
SN2011iy,swo,V,SN2011iy_V_comb_swo.fits,0.43,0.0043,25,1.4034306929857339,0.5959821413730528,0.052931596810895674,1.0
SN2011jh,dup,B,SN2011jh_B_comb_dup.fits,0.23,0.008,23,0.9681470830995504,0.4111342117808523,0.0676280434169752,1.0
SN2011jh,dup,V,SN2011jh_V_comb_dup.fits,0.23,0.008,25,0.7847219420808316,0.33324072628680124,0.054815234684582215,1.0
SN2011jh,swo,V,SN2011jh_V_comb_swo.fits,0.43,0.008,25,1.2169074894268619,0.5167730298519979,0.08500472083841404,1.0
SN2011jn,dup,B,SN2011jn_B_comb_dup.fits,0.23,0.047,25,0.8504647275430127,0.3611591167391456,0.333031652634111,1.0
SN2011jn,dup,V,SN2011jn_V_comb_dup.fits,0.23,0.047,25,0.8907377938562051,0.3782615133312653,0.3488020960123725,1.0
SN2011jt,dup,B,SN2011jt_B_comb_dup.fits,0.23,0.028,24,1.3240334799013045,0.5622652493956933,0.31596779959704285,1.0
SN2011jt,dup,V,SN2011jt_V_comb_dup.fits,0.23,0.028,25,1.4755160657464494,0.6265939806568348,0.3521176553622674,1.0
SN2011jt,swo,V,SN2011jt_V_comb_swo.fits,0.43,0.028,25,1.3654293527802976,0.5798444580347335,0.32584652476866716,1.0
SN2012E,dup,B,SN2012E_B_comb_dup.fits,0.23,0.02,25,1.205985224838478,0.5121347711402837,0.2075604360248484,1.0
SN2012E,dup,V,SN2012E_V_comb_dup.fits,0.23,0.02,25,1.124615994638278,0.47758044059944177,0.19355609123561457,1.0
SN2012E,swo,V,SN2012E_V_comb_swo.fits,0.43,0.02,24,1.5276940807931993,0.6487519434943153,0.2629292987934287,1.0
SN2012G,dup,B,SN2012G_B_comb_dup.fits,0.23,0.0258,16,0.9780481578712901,0.4153388111058124,0.21563283186945317,1.0
SN2012G,dup,V,SN2012G_V_comb_dup.fits,0.23,0.0258,22,0.8400539575045157,0.35673806976340516,0.18520889009606234,1.0
SN2012U,dup,B,SN2012U_B_comb_dup.fits,0.23,0.01972,25,1.2328780698355115,0.5235551109041574,0.2092890835681158,1.0
SN2012U,dup,V,SN2012U_V_comb_dup.fits,0.23,0.01972,25,1.1888076739024054,0.5048401368975016,0.20180784677512587,1.0
SN2012U,swo,V,SN2012U_V_comb_swo.fits,0.43,0.01972,25,1.7303077383902743,0.7347940417109593,0.29373101016131703,1.0
SN2012aq,dup,B,SN2012aq_B_comb_dup.fits,0.23,0.052,20,1.1091045483217676,0.47099333584413694,0.47767697404598963,1.0
SN2012aq,dup,V,SN2012aq_V_comb_dup.fits,0.23,0.052,24,1.040180396379591,0.44172394343870974,0.44799223387587417,1.0
SN2012ar,dup,B,SN2012ar_B_comb_dup.fits,0.23,0.0283,25,0.7494291214179506,0.3182532452954811,0.18069505266634037,1.0
SN2012ar,dup,V,SN2012ar_V_comb_dup.fits,0.23,0.0283,25,0.6978056017310357,0.2963307549566338,0.16824809225065787,1.0
SN2012ar,swo,V,SN2012ar_V_comb_swo.fits,0.43,0.0283,25,1.325738380268949,0.5629892539204732,0.3196491297152156,1.0
