object,telescope,filter,z,radius_kpc,radius_arcsec,radius_pix,flux_bkgsub,seeing_safe,annulus_inner_kpc,annulus_outer_kpc,annulus_outer_pix,bkg_per_pixel,annulus_n_pix,annulus_frac_on_chip,annulus_frac_expected_pix,annulus_ok,file,plate_scale_used,aperture_frac_on_chip,aperture_n_nonfinite,aperture_ok
ASAS14ad,dup,B,0.0264,1.0,1.8837226985258038,8.190098689242625,2818.339231914026,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,1.5,2.8255840477887055,12.285148033863937,6864.165687537927,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,2.0,3.7674453970516075,16.38019737848525,12176.839855241358,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,2.5,4.7093067463145095,20.47524672310656,18323.39882177486,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,3.0,5.651168095577411,24.570296067727874,25027.167555237524,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,3.5,6.593029444840312,28.66534541234918,33441.03175960497,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,0.9994371180311507,0,True
ASAS14ad,dup,B,0.0264,4.0,7.534890794103215,32.7603947569705,45105.33296024413,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,4.5,8.476752143366115,36.8554441015918,53810.06848122453,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,0.9989923498620584,0,True
ASAS14ad,dup,B,0.0264,5.0,9.418613492629019,40.95049344621312,61182.72762487328,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,0.9984299333385607,0,True
ASAS14ad,dup,B,0.0264,5.5,10.36047484189192,45.04554279083443,69431.06748974588,True,10.0,15.0,122.85148033863938,0.394748330116272,26340,0.9999484579520033,0.9999484579520033,True,ASAS14ad_B_comb_dup.fits,0.23,0.9986495546669514,0,True
