object,z,radius_kpc,B,V,instrumental_B_minus_V
LSQ12gyc,0.093,3.0,262.7928427337697,580.7471577995939,0.8609339003858808
LSQ12gyc,0.093,3.5,368.63905752433857,723.4052991209381,0.7319508466869804
LSQ12gyc,0.093,4.0,535.8663448103733,921.7747822144732,0.5889208515808285
LSQ12gyc,0.093,4.5,665.3401029309566,1224.4237294315508,0.6622200915601211
LSQ12gyc,0.093,5.0,805.6335517470234,1547.028674536353,0.7084020469849677
LSQ12gyc,0.093,5.5,996.6248385733772,1770.3972019267112,0.623847519424243
LSQ12gyc,0.093,6.0,1229.1773312603211,1999.586850163773,0.5283143243468611
LSQ12gyc,0.093,6.5,1387.1503104207368,2205.57479692699,0.503495667618412
LSQ12gyc,0.093,7.0,1487.2414420010189,2287.197937282571,0.46730568031650566
LSQ12gyc,0.093,7.5,1563.8620869702745,2500.865251979203,0.509729603117267
LSQ12gyc,0.093,8.0,1695.3157197358369,2749.85837496516,0.5251493451786544
LSQ12gyc,0.093,8.5,1686.04033635577,2627.396200076648,0.4816440177925102
LSQ12gyc,0.093,9.0,1776.3768456084558,2704.8064280453627,0.45650271548778365
LSQ12gyc,0.093,9.5,1848.8209745092688,2727.486650498892,0.42216943539008894
LSQ12gyc,0.093,10.0,2194.1153269429187,2657.433269655736,0.20800729160748987
LSQ12gzm,0.1,1.0,2.441133149703536,-37.71938906471089,
LSQ12gzm,0.1,1.5,15.03576600038107,-104.07804369027323,
LSQ12gzm,0.1,2.0,-7.22334354591613,-148.1708012928835,
LSQ12gzm,0.1,2.5,-107.67125098358828,-210.5813333169716,
LSQ12gzm,0.1,3.0,-183.1939153908696,-308.3444209493828,
LSQ12gzm,0.1,3.5,-368.9366706654424,-302.3490505029687,
LSQ12gzm,0.1,4.0,-495.3966090703413,-368.723580201544,
LSQ12gzm,0.1,4.5,-543.5200664602427,-383.4998279693076,
LSQ12gzm,0.1,5.0,-489.271088663734,-430.1006712634572,
LSQ12gzm,0.1,5.5,-500.0026963953098,-243.90476915781164,
LSQ12gzm,0.1,6.0,-459.47200924034087,55.37175273831201,
LSQ12gzm,0.1,6.5,-357.5231789500271,461.4405168205292,
LSQ12gzm,0.1,7.0,-280.67416108001106,1001.5460067391164,
LSQ12gzm,0.1,7.5,6.437601702767665,1942.1423355783688,6.198892380219304
LSQ12gzm,0.1,8.0,508.4355172628007,3300.8353963167,2.0309699669403374
LSQ12gzm,0.1,8.5,998.0608731406812,4866.085357679732,1.7200567311060695
LSQ12gzm,0.1,9.0,1604.683948709972,6708.809293670605,1.5531398454954823
LSQ12gzm,0.1,9.5,2521.884449559413,8602.47869572187,1.3322460550880655
LSQ12gzm,0.1,10.0,3480.981865166576,10649.430972957936,1.2140616053749094
LSQ12hjm,0.07,1.0,896.5330062569728,1924.681955975484,0.8294817296423065
LSQ12hjm,0.07,1.5,1890.9454904056624,3879.074665808303,0.7801228233946971
LSQ12hjm,0.07,2.0,3090.276601354806,6503.125577054895,0.8078119671816799
LSQ12hjm,0.07,2.5,4379.205124300178,9532.452403025023,0.8445233929994405
LSQ12hjm,0.07,3.0,5808.965911448142,12802.126494634897,0.8579582152710297
LSQ12hjm,0.07,3.5,7542.357987782615,16926.474093424993,0.8776483977547112
LSQ12hjm,0.07,4.0,9508.87302025823,21695.87087484844,0.8956200987478307
LSQ12hjm,0.07,4.5,11609.794849132715,27106.993412832857,0.9206420115820447
LSQ12hjm,0.07,5.0,13941.788078190524,32474.58239090099,0.9180627449339664
LSQ12hjm,0.07,5.5,16390.13179675692,38819.80127070799,0.9361771548496249
LSQ12hjm,0.07,6.0,19114.239177871637,45902.27501039089,0.9511929863146058
LSQ12hjm,0.07,6.5,22206.21159811312,53832.23549875553,0.961419853506294
LSQ12hjm,0.07,7.0,25604.105315405828,62065.35875130505,0.9613491629311113
LSQ12hjm,0.07,7.5,29188.605707817784,70436.00912660355,0.9564534777858997
LSQ12hjm,0.07,8.0,32616.224019395544,79170.3124057008,0.9628216933240605
LSQ12hjm,0.07,8.5,36306.280510723744,88333.70628755815,0.9653617351735938
LSQ12hjm,0.07,9.0,40316.11318498009,98591.76715408296,0.9709049879262515
LSQ12hjm,0.07,9.5,44576.71292364807,109200.95192304584,0.9727959591286861
LSQ12hjm,0.07,10.0,48430.95732952551,119781.48044952036,0.9831665567442334
LSQ12hno,0.048,1.0,1835.1128318450503,4879.539538725812,1.0617901735859367
LSQ12hno,0.048,1.5,3707.0826034446495,9331.935670721236,1.0023486824856784
LSQ12hno,0.048,2.0,5987.387890210919,13915.725533729536,0.9156711493536145
LSQ12hno,0.048,2.5,8317.080350533886,18426.517553132544,0.8636809200568989
LSQ12hno,0.048,3.0,10693.91969449565,22667.5230339804,0.8156678681396888
LSQ12hno,0.048,3.5,12618.62109906014,26853.9405325125,0.819990307282708
LSQ12hno,0.048,4.0,14726.27025812878,30959.704354943253,0.8067600959168802
LSQ12hno,0.048,4.5,16927.609648453374,35394.185957230904,0.8008407316938976
LSQ12hno,0.048,5.0,18773.300609524,39186.91539887012,0.799001112261052
LSQ12hno,0.048,5.5,20753.150248986414,42984.45742163999,0.7905685471473209
LSQ12hno,0.048,6.0,22423.817616829263,46137.56871488211,0.7833628814221578
LSQ12hno,0.048,6.5,23708.93656714297,48793.46470434796,0.7836239567026728
LSQ12hno,0.048,7.0,25009.849203459635,50699.82727545086,0.767238516530912
LSQ12hno,0.048,7.5,25929.956980571267,52117.309109482696,0.7579504703295505
LSQ12hno,0.048,8.0,26779.717367028443,52891.394363069165,0.7389475680291333
LSQ12hno,0.048,8.5,27387.792613557205,53045.21637340456,0.7177229865493083
LSQ12hno,0.048,9.0,27457.2535321574,53263.99129164275,0.7194415323173253
LSQ12hno,0.048,9.5,27664.648115378408,53438.9151889101,0.7148312071453722
LSQ12hno,0.048,10.0,27880.68777447684,53750.02726348585,0.7126880148160244
LSQ12hnr,0.1243,1.0,3.1247299279817007,46.9472111675305,2.9419932792866006
LSQ12hnr,0.1243,1.5,8.162049817184347,80.24927377798048,2.4816046743634916
LSQ12hnr,0.1243,2.0,-3.0067271320168887,65.95318503720365,
LSQ12hnr,0.1243,2.5,-3.70233316790445,65.0610922298718,
LSQ12hnr,0.1243,3.0,-15.519268522027724,110.87083819483848,
LSQ12hnr,0.1243,3.5,10.585342336988743,178.26812502081276,3.0659219718853956
LSQ12hnr,0.1243,4.0,16.65800947388303,261.5888593635413,2.9899903485465016
LSQ12hnr,0.1243,4.5,55.188846986769335,330.081695359511,1.9419253010801742
LSQ12hnr,0.1243,5.0,125.20414014443018,495.5000265976549,1.493562480349245
LSQ12hnr,0.1243,5.5,194.9928495076552,679.7857464209322,1.3558834208010957
LSQ12hnr,0.1243,6.0,271.00062164447,890.3183750433784,1.2914376241477181
LSQ12hnr,0.1243,6.5,341.5131063636701,1040.194656839408,1.2092681080098375
LSQ12hnr,0.1243,7.0,412.7362745924552,1090.8546727714809,1.0552356411345871
LSQ12hnr,0.1243,7.5,443.6442509344281,1079.701847931765,0.965672466725277
LSQ12hnr,0.1243,8.0,442.11010359645786,1134.46331828172,1.0231500449323927
LSQ12hnr,0.1243,8.5,464.1534076409344,1207.1984214259369,1.0377927891016319
LSQ12hnr,0.1243,9.0,457.7299268586488,1173.6469616969248,1.0223204270878954
LSQ12hnr,0.1243,9.5,543.1510068700833,1144.2061368345874,0.8089592094518322
LSQ12hnr,0.1243,10.0,602.0327019404044,1060.3252683124292,0.6145475716210366
LSQ12hvj,0.071,1.0,555.5163643271251,1355.5559876144878,0.9685515070114505
LSQ12hvj,0.071,1.5,1220.3728706645188,2844.3695253599867,0.918733680999344
LSQ12hvj,0.071,2.0,2195.1711508411654,5061.572345781396,0.9070426553493465
LSQ12hvj,0.071,2.5,3530.78921330873,8055.981287377347,0.8956166440640925
LSQ12hvj,0.071,3.0,5126.979624480347,12002.443407142431,0.9235201885451898
LSQ12hvj,0.071,3.5,7222.771622341561,16921.228627345547,0.9243200257717803
LSQ12hvj,0.071,4.0,9823.77325045559,22948.1352387675,0.9211726774169171
LSQ12hvj,0.071,4.5,12544.595065846765,29398.944380789788,0.9246877239283855
LSQ12hvj,0.071,5.0,15016.23859919838,35121.368819250594,0.9225256834824823
LSQ12hvj,0.071,5.5,17123.73055556568,40187.87106146082,0.9262415366841563
LSQ12hvj,0.071,6.0,19087.924825596485,44581.42055368708,0.9209879672406608
LSQ12hvj,0.071,6.5,21059.30927574132,48838.603374724175,0.9132977834532277
LSQ12hvj,0.071,7.0,22875.56034184681,52870.83825497561,0.9096111377295351
LSQ12hvj,0.071,7.5,24752.892052610136,56795.64948237238,0.9017228059255251
LSQ12hvj,0.071,8.0,26481.12113074617,60632.001003040605,0.8994138334196304
LSQ12hvj,0.071,8.5,28108.866596396063,64277.12020365374,0.8980326913448486
LSQ12hvj,0.071,9.0,29542.577431591064,67286.40661144926,0.8936973830017612
LSQ12hvj,0.071,9.5,30704.028562163432,70049.60913128559,0.8955258873130783
LSQ12hvj,0.071,10.0,31826.782889750088,72648.08338608881,0.8960785490190198
LSQ12hxx,0.069,1.0,606.4424626167263,1527.4905622056192,1.0029723323449509
LSQ12hxx,0.069,1.5,1399.6441589800154,3546.699346176365,1.0095168469805933
LSQ12hxx,0.069,2.0,2502.72717421403,6603.048969578092,1.0533275224062157
LSQ12hxx,0.069,2.5,4079.753895419969,10887.341323904187,1.065719681824958
LSQ12hxx,0.069,3.0,6161.539881177344,16417.643647660654,1.0640539025872449
LSQ12hxx,0.069,3.5,8984.99175174065,23352.93945879818,1.0370596767006044
LSQ12hxx,0.069,4.0,12367.07606971551,32083.67761905668,1.0350427792671344
LSQ12hxx,0.069,4.5,16420.589631690214,42685.53142703295,1.037229862344148
LSQ12hxx,0.069,5.0,21106.873939978217,55048.50277761071,1.0408039877026656
LSQ12hxx,0.069,5.5,26359.83030687149,69489.61322250827,1.0524432107044928
LSQ12hxx,0.069,6.0,32332.975162173025,86428.99267806165,1.0675344568165819
LSQ12hxx,0.069,6.5,39131.5025223349,106441.45548279908,1.0864607018920083
LSQ12hxx,0.069,7.0,46537.43308880787,127940.1961060882,1.0980114681627131
LSQ12hxx,0.069,7.5,54080.91364092915,148876.5178387701,1.099455455799653
LSQ12hxx,0.069,8.0,61275.69053900013,168181.44205468104,1.0962246444820984
LSQ12hxx,0.069,8.5,68144.18396880798,186155.6288510626,1.0911184436678232
LSQ12hxx,0.069,9.0,74907.65358306096,203107.4595847855,1.082999201913046
LSQ12hxx,0.069,9.5,81335.3350530776,218844.6781433831,1.074641824694492
LSQ12hxx,0.069,10.0,87239.1740485949,233394.21867202103,1.0684463722810509
LSQ12hzj,0.029,1.0,13260.83868890648,34351.55992672692,1.0334386782809293
LSQ12hzj,0.029,1.5,27565.355924584423,71224.76447738656,1.030668543342126
LSQ12hzj,0.029,2.0,38851.53074211163,99694.79900927668,1.0231609188832094
LSQ12hzj,0.029,2.5,47328.984050885454,122164.52964574516,1.0295448627072246
LSQ12hzj,0.029,3.0,54512.43095539534,141180.28455898396,1.0331962582526795
LSQ12hzj,0.029,3.5,60929.49152052612,158196.08710937935,1.0359204586932709
LSQ12hzj,0.029,4.0,66486.64010284864,173382.68321923394,1.0406783330309604
LSQ12hzj,0.029,4.5,71204.50101494165,185998.73140096135,1.0425063369695469
LSQ12hzj,0.029,5.0,75572.39616318578,196486.08730829624,1.0374215298437581
LSQ12hzj,0.029,5.5,79161.64882261743,206129.74894127727,1.0390646073782843
LSQ12hzj,0.029,6.0,82233.60366707698,214329.5935871567,1.0400820449591421
LSQ12hzj,0.029,6.5,84775.49020935946,220946.75028926955,1.040043271377563
LSQ12hzj,0.029,7.0,86716.9420822401,225803.4859066498,1.0390667183518068
LSQ12hzj,0.029,7.5,87797.45959518486,229922.8408240993,1.045250417306488
LSQ12hzj,0.029,8.0,88899.90387223237,233279.27627156756,1.0474371697829385
LSQ12hzj,0.029,8.5,89935.84551319707,235818.52557881185,1.0466127443337063
LSQ12hzj,0.029,9.0,91063.272511369,237491.98106601657,1.0407642421770031
LSQ12hzj,0.029,9.5,91578.07326841349,239586.50947549703,1.0441771457182853
LSQ12hzj,0.029,10.0,92012.7597077649,242035.60374899028,1.0500779985284445
LSQ12hzs,0.072,1.0,590.089114978772,1087.0975078205086,0.6633772414458423
LSQ12hzs,0.072,1.5,1270.2998878517787,2287.638279986506,0.6387027385385959
LSQ12hzs,0.072,2.0,2107.874255130757,3930.561353506841,0.6765247004176498
LSQ12hzs,0.072,2.5,3137.7716469879697,5753.347977854706,0.6582482693071574
LSQ12hzs,0.072,3.0,4305.197501445792,7993.981877877998,0.6719251995871202
LSQ12hzs,0.072,3.5,5680.789102898339,10752.24913867924,0.6927266305852241
LSQ12hzs,0.072,4.0,7206.716874304257,13823.03581912479,0.7071649321231019
LSQ12hzs,0.072,4.5,8908.837568458379,17496.03449834961,0.7327964642182144
LSQ12hzs,0.072,5.0,10903.230690030015,21535.85106845522,0.7390170955465183
LSQ12hzs,0.072,5.5,13226.613710291012,26399.27629828296,0.750358378668811
LSQ12hzs,0.072,6.0,16007.200180380834,32468.607328431124,0.7678707119590222
LSQ12hzs,0.072,6.5,19183.26687770682,39656.64347533031,0.7884834603623713
LSQ12hzs,0.072,7.0,22828.12843978334,48154.01796549029,0.8104055576532981
LSQ12hzs,0.072,7.5,26418.531974762904,56222.83769998537,0.8200102015705908
LSQ12hzs,0.072,8.0,29717.455683483546,63135.96405485422,0.8181629814598251
LSQ12hzs,0.072,8.5,32774.1975509892,69665.4241459038,0.8187130460735463
LSQ12hzs,0.072,9.0,35865.374221827,76036.85421439822,0.815871935857993
LSQ12hzs,0.072,9.5,38841.87569335225,82328.88096210157,0.8156300458961774
LSQ12hzs,0.072,10.0,41858.44434418141,88524.97398920255,0.8132068098451278
LSQ13cwp,0.0665,1.0,-66.08836835625458,174.43152784480145,
LSQ13cwp,0.0665,1.5,-104.31237515970176,316.5587344437156,
LSQ13cwp,0.0665,2.0,-57.83826086657567,605.597214746407,
LSQ13cwp,0.0665,2.5,-185.53569386686215,969.459242547761,
LSQ13cwp,0.0665,3.0,-252.4989939136816,1297.1965856171632,
LSQ13cwp,0.0665,3.5,-173.87789384151438,1945.9139453156083,
LSQ13cwp,0.0665,4.0,-338.63492555802577,2732.4253190249483,
LSQ13cwp,0.0665,4.5,-423.7597340028194,3645.9603242315393,
LSQ13cwp,0.0665,5.0,-254.24520578811712,4636.387529602446,
LSQ13cwp,0.0665,5.5,-112.80362661651316,6003.511431514554,
LSQ13cwp,0.0665,6.0,-63.08365222489692,7389.301480628312,
LSQ13cwp,0.0665,6.5,338.421198418152,8986.015562331635,3.560274018317575
LSQ13cwp,0.0665,7.0,527.9604097637107,11111.473273236576,3.3079257218086044
LSQ13cwp,0.0665,7.5,799.7226929803246,13480.496542944726,3.0669161740326354
LSQ13cwp,0.0665,8.0,1504.7968363506443,15660.816908649864,2.5433413568540058
LSQ13cwp,0.0665,8.5,1926.4106838693208,18308.232387905497,2.4447438453633468
LSQ13cwp,0.0665,9.0,2405.5688484009743,21293.899553190957,2.3675935249728717
LSQ13cwp,0.0665,9.5,3212.450907296191,24995.12319175278,2.2275469551837643
LSQ13cwp,0.0665,10.0,4037.07025558051,28798.42279031684,2.1332559899283026
LSQ13dby,0.09993,1.0,-117.74920110146051,39.014718820110645,
LSQ13dby,0.09993,1.5,-233.7257649175732,125.409985453918,
LSQ13dby,0.09993,2.0,-367.1591811539849,186.73745065458144,
LSQ13dby,0.09993,2.5,-523.2914238900981,139.64489836082686,
LSQ13dby,0.09993,3.0,-401.3201506462507,2.6449707434588845,
LSQ13dby,0.09993,3.5,-246.01981275108704,-105.66888364240177,
LSQ13dby,0.09993,4.0,-262.94386203640954,7.17885778009429,
LSQ13dby,0.09993,4.5,-326.56155910371194,3.3025334682915286,
LSQ13dby,0.09993,5.0,-383.8696551587978,232.63587135909228,
LSQ13dby,0.09993,5.5,-630.3818451975735,486.6001283603176,
LSQ13dby,0.09993,6.0,-589.6412908997509,587.3584866139955,
LSQ13dby,0.09993,6.5,-363.37710540750527,562.3395343557215,
LSQ13dby,0.09993,7.0,-435.4723538433175,456.8293883058036,
LSQ13dby,0.09993,7.5,-534.205529227059,299.3421609821721,
LSQ13dby,0.09993,8.0,-728.3681793191305,326.6954806087067,
LSQ13dby,0.09993,8.5,-846.9472024161547,609.2927392647251,
LSQ13dby,0.09993,9.0,-1004.4052715379904,765.8478319998028,
LSQ13dby,0.09993,9.5,-1135.468975659052,606.911481388219,
LSQ13dby,0.09993,10.0,-1095.8548893313716,407.1092117409314,
LSQ13dhj,0.0935,1.0,286.0387438180393,838.6996548473919,1.16795400546795
LSQ13dhj,0.0935,1.5,649.7595271235385,1658.0759305553167,1.0171293970905775
LSQ13dhj,0.0935,2.0,1090.3102850199057,2504.9412274823667,0.90311857944153
LSQ13dhj,0.0935,2.5,1374.7096458524477,3372.517676711145,0.9743581367266185
LSQ13dhj,0.0935,3.0,1748.117661050948,4067.025502830517,0.916765588127826
LSQ13dhj,0.0935,3.5,1976.8861616813128,4604.422511349317,0.9179837680360027
LSQ13dhj,0.0935,4.0,2152.299933824762,4847.883169039518,0.8816233818134368
LSQ13dhj,0.0935,4.5,2174.302899833988,5137.883707854993,0.9336605626063031
LSQ13dhj,0.0935,5.0,2446.2637223842253,5497.901396311672,0.8792341793465036
LSQ13dhj,0.0935,5.5,2497.2909395935485,5707.045008880844,0.8973553903407936
LSQ13dhj,0.0935,6.0,2327.136603915449,5739.39791470857,0.9801111457260914
LSQ13dhj,0.0935,6.5,2169.110185915658,5753.524360982224,1.0591308563051391
LSQ13dhj,0.0935,7.0,2326.888081519706,5843.189197482056,0.9996861337391111
LSQ13dhj,0.0935,7.5,2365.0333809004537,6144.951074586459,1.0367028863306538
LSQ13dhj,0.0935,8.0,2253.1427928849307,6523.650223468178,1.1542548788966691
LSQ13dhj,0.0935,8.5,2188.580565286272,6802.843990660607,1.2313199326817097
LSQ13dhj,0.0935,9.0,2293.3022105180044,6759.970132988934,1.1737087186781818
LSQ13dhj,0.0935,9.5,2409.5612303395674,6489.777322840007,1.0757295718451563
LSQ13dhj,0.0935,10.0,2416.305859267671,6344.98388897916,1.0481965416759118
LSQ13dkp,0.06894,1.0,-8.290495642431857,-25.669484078443475,
LSQ13dkp,0.06894,1.5,-23.4321414312372,-29.56544922882153,
LSQ13dkp,0.06894,2.0,-71.76249191900482,-106.85906415744648,
LSQ13dkp,0.06894,2.5,-70.82350941217126,-358.6601087302112,
LSQ13dkp,0.06894,3.0,-126.64279546355624,-404.7380411121224,
LSQ13dkp,0.06894,3.5,-160.11384034924083,-488.24892140463726,
LSQ13dkp,0.06894,4.0,-11.954791254242878,-580.2639101694317,
LSQ13dkp,0.06894,4.5,95.44749140966076,-645.1679661908761,
LSQ13dkp,0.06894,5.0,174.2304230647635,-908.7581630850708,
LSQ13dkp,0.06894,5.5,104.3923914184079,-990.8915931189294,
LSQ13dkp,0.06894,6.0,205.92820233750265,-1149.1336146711838,
LSQ13dkp,0.06894,6.5,138.9637635845486,-1237.616357817651,
LSQ13dkp,0.06894,7.0,-1.086849693278964,-1364.7137843451055,
LSQ13dkp,0.06894,7.5,-61.73577027038755,-1406.8177285010945,
LSQ13dkp,0.06894,8.0,-149.44362041583645,-1441.4606223865212,
LSQ13dkp,0.06894,8.5,-161.51727152853255,-1627.494597142586,
LSQ13dkp,0.06894,9.0,-232.0461904973704,-1869.3268464992416,
LSQ13dkp,0.06894,9.5,-288.38558308380016,-2095.02472985434,
LSQ13dkp,0.06894,10.0,-121.03742176642572,-2070.187969495375,
LSQ13dpm,0.05086,1.0,584.356907468027,1000.3045285808846,0.5836351322672376
LSQ13dpm,0.05086,1.5,1196.3384037048145,2332.662710620776,0.7249947565745609
LSQ13dpm,0.05086,2.0,2408.793759567689,4498.199662936634,0.6780977782549837
LSQ13dpm,0.05086,2.5,3886.095201416583,7732.569587735657,0.7470260032903232
LSQ13dpm,0.05086,3.0,5692.112514159214,11515.19837051099,0.7649948695770972
LSQ13dpm,0.05086,3.5,7898.427301752752,15914.110067482705,0.7606043306813486
LSQ13dpm,0.05086,4.0,10678.475655895996,21151.35220000557,0.7420721875143289
LSQ13dpm,0.05086,4.5,14027.71388687183,27657.037610137864,0.737046902432834
LSQ13dpm,0.05086,5.0,17463.463162432072,35107.27230223862,0.7581667884144023
LSQ13dpm,0.05086,5.5,21339.136986539976,43803.96854289122,0.7808415175735189
LSQ13dpm,0.05086,6.0,25284.14210998223,52579.68385079945,0.7949243696139143
LSQ13dpm,0.05086,6.5,28664.37370338168,60595.44905885554,0.8127438777390656
LSQ13dpm,0.05086,7.0,31619.331870701724,67170.96067453694,0.8180721767967625
LSQ13dpm,0.05086,7.5,34447.6511581034,73092.26716650286,0.8167795461555837
LSQ13dpm,0.05086,8.0,37086.80600310191,78590.64442707779,0.8153785434132319
LSQ13dpm,0.05086,8.5,39488.16967400539,83198.8051333011,0.8091252126679476
LSQ13dpm,0.05086,9.0,41965.654902858514,87957.47494617963,0.8034468708028795
LSQ13dpm,0.05086,9.5,43797.00198164719,91576.999782123,0.8008550706564826
LSQ13dpm,0.05086,10.0,44999.14271733583,94310.80663729367,0.8033930482619472
LSQ13dqh,0.1038,1.0,30.40166628508829,308.3398997159523,2.515330848274613
LSQ13dqh,0.1038,1.5,153.45640652265567,456.31461748033087,1.1831983923644265
LSQ13dqh,0.1038,2.0,282.2389697149604,781.7668144163698,1.1061506320314334
LSQ13dqh,0.1038,2.5,302.90439949096327,1096.0285358935423,1.3962907005996472
LSQ13dqh,0.1038,3.0,474.0868611550459,1449.2076924654627,1.2131817779452274
LSQ13dqh,0.1038,3.5,691.1844418504689,1707.263589193214,0.9817665608954893
LSQ13dqh,0.1038,4.0,636.860621167691,1755.5122152860265,1.1008986490959252
LSQ13dqh,0.1038,4.5,562.9160129521088,2004.0718674502928,1.378674221551912
LSQ13dqh,0.1038,5.0,647.0454218409022,2169.317061079824,1.3134706579089648
LSQ13dqh,0.1038,5.5,616.739064828819,2535.1585812373905,1.5347591823344215
LSQ13dqh,0.1038,6.0,547.6249210095086,2615.1337212559897,1.6975267431941763
LSQ13dqh,0.1038,6.5,437.7727941229451,2680.3858410042576,1.9673713669384052
LSQ13dqh,0.1038,7.0,485.00556656373567,2846.5680983315647,1.9214371367839522
LSQ13dqh,0.1038,7.5,546.4853891421153,2979.8338449707053,1.8415337336015307
LSQ13dqh,0.1038,8.0,511.440834081557,3208.738880205331,1.993847442381691
LSQ13dqh,0.1038,8.5,721.5157989915377,2984.472165771478,1.541554219022164
LSQ13dqh,0.1038,9.0,490.9119724778602,3064.403327187893,1.9883557532468845
LSQ13dqh,0.1038,9.5,131.6816764456878,3060.4752972613683,3.415658828746024
LSQ13dqh,0.1038,10.0,3.41663655444313,2931.2836004943656,7.3336476380308815
LSQ14act,0.0591,1.0,165.14902359636744,715.66169137152,1.5920794003217287
LSQ14act,0.0591,1.5,381.4639777330245,1754.915717872633,1.657006826629222
LSQ14act,0.0591,2.0,614.3015233628626,3306.6869640332443,1.8275287274156984
LSQ14act,0.0591,2.5,1152.0084486513597,5426.27851978316,1.682616043245787
LSQ14act,0.0591,3.0,1992.964819832602,8156.5005649241875,1.5300105951924101
LSQ14act,0.0591,3.5,3635.435986409853,11643.794223999545,1.2638450495897064
LSQ14act,0.0591,4.0,5107.202605322483,16237.34031099332,1.2558295151895584
LSQ14act,0.0591,4.5,6719.891983080956,22573.488510692383,1.3155909700868076
LSQ14act,0.0591,5.0,8731.976029297895,30719.069856529983,1.3657388167897835
LSQ14act,0.0591,5.5,11204.196647458151,40920.842316790186,1.406409605127582
LSQ14act,0.0591,6.0,14107.530529398044,52824.95491566895,1.433470340726848
LSQ14act,0.0591,6.5,17367.367587143235,65881.18026575304,1.4475684364635333
LSQ14act,0.0591,7.0,20530.680228747296,78902.82486548036,1.4617230330969675
LSQ14act,0.0591,7.5,24187.056241155205,91506.8225721997,1.444676152445012
LSQ14act,0.0591,8.0,27495.028765319254,103181.2510848435,1.4358665276592695
LSQ14act,0.0591,8.5,30697.130752493733,114637.98494596114,1.4305768989237881
LSQ14act,0.0591,9.0,32990.65200227074,123597.71395014324,1.4340488486653058
LSQ14act,0.0591,9.5,34357.63920160798,129986.17580634374,1.444684630652571
LSQ14act,0.0591,10.0,35675.60434234676,134348.21760138834,1.4396514256287116
LSQ14age,0.08054,1.0,246.26578834172184,568.2386835153981,0.9078167809791897
LSQ14age,0.08054,1.5,575.3826145103402,1209.3983226580349,0.8065315665552958
LSQ14age,0.08054,2.0,1052.295543620539,2096.7817402990813,0.7485387368094281
LSQ14age,0.08054,2.5,1687.4928930824117,3337.91772306682,0.7405841875185724
LSQ14age,0.08054,3.0,2620.162246037151,5144.590956825903,0.7325566634951515
LSQ14age,0.08054,3.5,3738.526600676874,7484.620297660425,0.7536732447964135
LSQ14age,0.08054,4.0,5064.96322015889,10079.92199326105,0.7472021879202184
LSQ14age,0.08054,4.5,6615.955101656843,13092.00027475484,0.7410336412009932
LSQ14age,0.08054,5.0,8280.012288025022,16784.87986668554,0.7672181398599494
LSQ14age,0.08054,5.5,10088.140968802794,20726.336583598284,0.7817785106245314
LSQ14age,0.08054,6.0,12132.098547571764,25094.54498655424,0.7891084902548222
LSQ14age,0.08054,6.5,14191.916494395844,29847.38410327904,0.8071630685558409
LSQ14age,0.08054,7.0,16221.983121358868,34387.74642235606,0.8157494259239352
LSQ14age,0.08054,7.5,18155.786936948123,38614.45018703945,0.8193369449149579
LSQ14age,0.08054,8.0,19970.872586985788,42337.41421747818,0.8158182219887951
LSQ14age,0.08054,8.5,21611.805500821392,45505.48937732957,0.8084318471567442
LSQ14age,0.08054,9.0,23102.565895758267,48586.15284377917,0.8071307359750168
LSQ14age,0.08054,9.5,24421.149551549664,51004.68158828017,0.7996098437829187
LSQ14age,0.08054,10.0,25448.028861360937,53187.0277985001,0.8003789326897025
LSQ14ahc,0.05086,1.0,1462.615739281431,3435.536841754541,0.9271609189466647
LSQ14ahc,0.05086,1.5,3314.686908939113,7541.354004909688,0.8925170368786872
LSQ14ahc,0.05086,2.0,5625.822734675464,12886.222362381835,0.899848943556461
LSQ14ahc,0.05086,2.5,8316.334320563641,18700.20091170936,0.8797858317314023
LSQ14ahc,0.05086,3.0,10969.203519108723,24626.053742672924,0.8780493215006763
LSQ14ahc,0.05086,3.5,13644.52714131481,30841.15372074393,0.8854303160762189
LSQ14ahc,0.05086,4.0,16410.918018724547,37090.54981659339,0.8853259881091534
LSQ14ahc,0.05086,4.5,19163.60410765221,43646.70641502591,0.8936857174718047
LSQ14ahc,0.05086,5.0,22248.43592703061,50941.17336995328,0.899423647178905
LSQ14ahc,0.05086,5.5,25493.29251532576,59047.13014542293,0.9119321633896688
LSQ14ahc,0.05086,6.0,28616.555707276235,67145.63555084208,0.9260010701706891
LSQ14ahc,0.05086,6.5,31596.91359500081,74642.87359266712,0.9333592198188739
LSQ14ahc,0.05086,7.0,34244.4920239376,80756.92961037341,0.9314726757363013
LSQ14ahc,0.05086,7.5,36554.52195198178,86490.63731740252,0.935069971393454
LSQ14ahc,0.05086,8.0,38846.26423425147,91884.81816393916,0.9347362507130775
LSQ14ahc,0.05086,8.5,41002.3747818545,96590.6628380434,0.9303153384288043
LSQ14ahc,0.05086,9.0,42734.12206000424,100554.17409056087,0.929063292770918
LSQ14ahc,0.05086,9.5,44087.51023278814,104145.8649152914,0.9333161439990256
LSQ14ahc,0.05086,10.0,45297.807526272736,107263.12530248729,0.9359331616523876
LSQ14ahm,0.04977,1.0,837.4188085565995,1799.0226699648842,0.8302348126360164
LSQ14ahm,0.04977,1.5,1331.7863564691722,2792.2756758598666,0.8038093291730197
