object,z,radius_kpc,B,V,instrumental_B_minus_V
LSQ12fuk,0.02,6.0,191329.27951170277,649700.0539062272,1.3273286667788917
LSQ12fuk,0.02,6.5,192760.78490733064,654621.835843503,1.327429504193576
LSQ12fuk,0.02,7.0,195762.39822090688,658723.2170914041,1.3174342347573997
LSQ12fuk,0.02,7.5,197114.58582277017,663912.9871278774,1.3184810059101157
LSQ12fuk,0.02,8.0,197299.9261095967,665632.5043903532,1.3202689970231472
LSQ12fuk,0.02,8.5,197056.8633200922,666322.8301459685,1.3227328203525859
LSQ12fuk,0.02,9.0,198497.6626150679,667131.0494713647,1.3161393920415492
LSQ12fuk,0.02,9.5,199357.58305198143,668007.2455029314,1.312871033222693
LSQ12fuk,0.02,10.0,199975.68896930863,670046.6985771206,1.312819674936041
LSQ12fvl,0.056,1.0,728.5010393973461,2365.191511024532,1.2785903396253628
LSQ12fvl,0.056,1.5,1963.7124295521512,5345.10380112536,1.0871956362774824
LSQ12fvl,0.056,2.0,3319.3508703481234,9659.91858222985,1.159800760747474
LSQ12fvl,0.056,2.5,5010.24549386946,15256.280638304384,1.2089741570491683
LSQ12fvl,0.056,3.0,7189.643974760882,22277.68748367788,1.2279068056568847
LSQ12fvl,0.056,3.5,9895.505043888095,30896.31596538748,1.2361718333178093
LSQ12fvl,0.056,4.0,13229.768383367064,41341.611299858814,1.2370878959999083
LSQ12fvl,0.056,4.5,17250.129660653292,54062.47737017579,1.240258948054314
LSQ12fvl,0.056,5.0,21910.550111476397,68845.634030565,1.2430578057694492
LSQ12fvl,0.056,5.5,27706.50972485239,86606.87483453295,1.2374263694582384
LSQ12fvl,0.056,6.0,34431.73565708574,107440.69471605992,1.235524730960011
LSQ12fvl,0.056,6.5,42504.07654630143,132480.06675468184,1.234299883111608
LSQ12fvl,0.056,7.0,52430.44096026533,162839.9343434768,1.230443520719573
LSQ12fvl,0.056,7.5,64151.49378942709,199528.17177573335,1.2319936243044471
LSQ12fvl,0.056,8.0,78685.4513161707,244491.96574655728,1.2309253804806624
LSQ12fvl,0.056,8.5,96833.64223164866,299762.727613246,1.2268784111250057
LSQ12fvl,0.056,9.0,118641.81647670768,367084.9618835704,1.2263220151202965
LSQ12fvl,0.056,9.5,141906.45576232736,443661.6918764751,1.2376244443115048
LSQ12fvl,0.056,10.0,163386.9151736498,516578.5574310026,1.2497977550077215
LSQ12fxd,0.031,1.0,473.9957159745241,1132.2901763649777,0.9454583073634565
LSQ12fxd,0.031,1.5,710.8375772622784,1754.1342382243106,0.9807311186239351
LSQ12fxd,0.031,2.0,1057.222595524685,2774.692444461054,1.0476210376089066
LSQ12fxd,0.031,2.5,1746.3751047309129,3891.784731649568,0.870028195486619
LSQ12fxd,0.031,3.0,2523.2861245578765,5395.313042386524,0.8251253712245054
LSQ12fxd,0.031,3.5,3624.9386805261424,7728.854972889887,0.8220362341719398
LSQ12fxd,0.031,4.0,4966.835860748186,10226.01754467344,0.7840668135574581
LSQ12fxd,0.031,4.5,6155.406227374246,13232.0585546469,0.8309267362131912
LSQ12fxd,0.031,5.0,7634.687161746298,16349.05594589582,0.8267535845697911
LSQ12fxd,0.031,5.5,9216.700770426443,19890.097923605157,0.8351535833918471
LSQ12fxd,0.031,6.0,10889.282351624995,23760.75368780223,0.8471523834429167
LSQ12fxd,0.031,6.5,12620.931458063198,27558.3588925342,0.8479048587138207
LSQ12fxd,0.031,7.0,14218.772390658802,31172.40729683092,0.8522705995951129
LSQ12fxd,0.031,7.5,16301.382900003371,35231.04607731838,0.8367527245263673
LSQ12fxd,0.031,8.0,18200.696212805826,39409.6327572521,0.8387859673409006
LSQ12fxd,0.031,8.5,20222.451991883336,43774.98025244741,0.8384803644116017
LSQ12fxd,0.031,9.0,22835.34906007297,48720.10558428537,0.8227514155321296
LSQ12fxd,0.031,9.5,25293.76070596965,53940.07019062607,0.8222452542360787
LSQ12fxd,0.031,10.0,27894.698959158843,58873.25467559049,0.8109909165604854
LSQ12gdj,0.03,1.0,1020.07578330187,2130.81300145541,0.799782251338192
LSQ12gdj,0.03,1.5,1757.049054483257,3463.025817792077,0.7366796068815512
LSQ12gdj,0.03,2.0,2950.221418981917,5109.923543091897,0.5963994759031965
LSQ12gdj,0.03,2.5,3992.631291846983,7354.302488136741,0.6632057064562881
LSQ12gdj,0.03,3.0,5474.135903415891,10165.36724318461,0.6720187444184182
LSQ12gdj,0.03,3.5,6993.311444990066,12996.02385632697,0.6728190751228291
LSQ12gdj,0.03,4.0,8317.28608591454,16300.89653581366,0.7305746273182269
LSQ12gdj,0.03,4.5,9758.752509644575,18715.65955038064,0.7070270811063573
LSQ12gdj,0.03,5.0,11099.620619459498,23162.95745268924,0.7987146860055163
LSQ12gdj,0.03,5.5,13533.681260485642,28207.92068274625,0.7973878245621392
LSQ12gdj,0.03,6.0,16962.94649630178,34068.71840114933,0.7571362607640021
LSQ12gdj,0.03,6.5,20382.75159246412,40388.27556756416,0.7424812476789164
LSQ12gdj,0.03,7.0,23383.445339673253,46671.45407915281,0.7503570772654321
LSQ12gdj,0.03,7.5,26003.627600622764,51902.95569508996,0.7503953806878826
LSQ12gdj,0.03,8.0,28766.50856014996,57590.89111867892,0.753666611249728
LSQ12gdj,0.03,8.5,30330.81303178985,62174.30059104567,0.7793171414588634
LSQ12gdj,0.03,9.0,33711.9097929651,68868.72498423138,0.7755967162132654
LSQ12gdj,0.03,9.5,36671.296372541474,75206.56325204,0.7798236998506773
LSQ12gdj,0.03,10.0,41432.24401970137,82404.45848972902,0.7465306349385539
LSQ12gef,0.065,1.0,,-106.21927517771792,
LSQ12gef,0.065,1.5,,-128.00684070260618,
LSQ12gef,0.065,2.0,,-237.76781642180123,
LSQ12gef,0.065,2.5,,-570.2557101523483,
LSQ12gef,0.065,3.0,,-642.4159351528074,
LSQ12gef,0.065,3.5,,-734.3108379551535,
LSQ12gef,0.065,4.0,,-871.2504288502363,
LSQ12gef,0.065,4.5,,-1031.9449439978566,
LSQ12gef,0.065,5.0,,-1112.88128560649,
LSQ12gef,0.065,5.5,,-1300.4495688927343,
LSQ12gef,0.065,6.0,,-1290.3947731315648,
LSQ12gef,0.065,6.5,,-1538.2747916228209,
LSQ12gef,0.065,7.0,,-1623.962339779675,
LSQ12gef,0.065,7.5,,-2021.0814349402772,
LSQ12gef,0.065,8.0,,-2256.127276550392,
LSQ12gef,0.065,8.5,,-2343.932249948519,
LSQ12gef,0.065,9.0,,-2742.896960261012,
LSQ12gef,0.065,9.5,,-3036.558652741412,
LSQ12gef,0.065,10.0,,-3367.549985808234,
LSQ12gln,0.112,1.0,8.921667425185474,39.626038097152026,1.618836557038843
LSQ12gln,0.112,1.5,-18.46958004048413,119.1254062469275,
LSQ12gln,0.112,2.0,-26.91204884396073,172.091109128328,
LSQ12gln,0.112,2.5,3.6090155352365,318.4179192217439,4.864021871272893
LSQ12gln,0.112,3.0,78.40714342209101,495.68304921004005,2.002121090015962
LSQ12gln,0.112,3.5,93.00587537341066,553.8191850295746,1.9371440287626471
LSQ12gln,0.112,4.0,115.71073602722652,750.7035596614643,2.030237047714441
LSQ12gln,0.112,4.5,226.85953420811725,929.2200528274678,1.5309038434473652
LSQ12gln,0.112,5.0,341.69137132317286,1011.2350310517884,1.1780452354848387
LSQ12gln,0.112,5.5,424.40875389000246,1056.6209596173292,0.9903372204627545
LSQ12gln,0.112,6.0,568.3638694680271,1367.3720301069916,0.9531505743984872
LSQ12gln,0.112,6.5,764.6961026700243,2189.4714345795533,1.1421260166647222
LSQ12gln,0.112,7.0,945.0596006389763,2846.659436258505,1.1971907862884794
LSQ12gln,0.112,7.5,1258.0770185548795,3223.3088713751667,1.0214867359134892
LSQ12gln,0.112,8.0,1649.2591108973777,3832.63612611402,0.9155217425055938
LSQ12gln,0.112,8.5,2081.562352115215,4469.137034852393,0.8295856173264787
LSQ12gln,0.112,9.0,2630.159074436267,5329.495521203097,0.7667602143998202
LSQ12gln,0.112,9.5,3224.417431082345,6554.265865166828,0.7701819843011075
LSQ12gln,0.112,10.0,3937.523648846184,7929.4723073899295,0.7600527788721827
LSQ12gpw,0.058,1.0,988.7467976964195,1929.7149175195616,0.7260201605102158
LSQ12gpw,0.058,1.5,1971.924585586576,4144.358880432933,0.8064176358154502
LSQ12gpw,0.058,2.0,3517.3752519620484,6811.723021395531,0.7175956918865585
LSQ12gpw,0.058,2.5,5607.12648547654,9807.299907430392,0.6070227580491668
LSQ12gpw,0.058,3.0,7118.563573076919,13062.865765767943,0.6591152403781119
LSQ12gpw,0.058,3.5,8793.414630721563,16943.43677091479,0.712109886578194
LSQ12gpw,0.058,4.0,10791.17784452694,21481.80811914417,0.7475049575757917
LSQ12gpw,0.058,4.5,13133.346091022686,26610.90872023524,0.7667107907312843
LSQ12gpw,0.058,5.0,15659.50744609994,32398.077774215923,0.7893528649831165
LSQ12gpw,0.058,5.5,18384.19316584449,38591.640122835335,0.805121654147034
LSQ12gpw,0.058,6.0,21163.65288742339,45047.854944817336,0.8202087149896311
LSQ12gpw,0.058,6.5,24189.33006482216,52213.41429013377,0.8353956314491741
LSQ12gpw,0.058,7.0,27509.806159240343,59627.08762269978,0.8398901681964955
LSQ12gpw,0.058,7.5,31016.25061578568,67539.88934787393,0.8449276190250832
LSQ12gpw,0.058,8.0,34719.05613102979,76390.61384477589,0.8561802247104433
LSQ12gpw,0.058,8.5,38829.12159037854,86140.8925403096,0.8651295037360203
LSQ12gpw,0.058,9.0,43213.34562415676,97041.29441803206,0.8783467242928934
LSQ12gpw,0.058,9.5,48009.24995969772,109175.58858897818,0.8920015521512624
LSQ12gpw,0.058,10.0,53000.73445665764,122629.41785653496,0.9107819468131484
LSQ12gxj,0.036,1.0,241.7743455702007,374.7515746868993,0.47583312495850083
LSQ12gxj,0.036,1.5,291.27334014465816,774.0267611057669,1.0611381003171236
LSQ12gxj,0.036,2.0,623.9349198943318,1523.8125769027822,0.9694806529371622
LSQ12gxj,0.036,2.5,1101.3762957653266,2301.2176335784216,0.8000549201124397
LSQ12gxj,0.036,3.0,1608.9282439482292,3383.098943574648,0.8069450599028034
LSQ12gxj,0.036,3.5,2436.3655296148168,4914.01663324934,0.7617354395486955
LSQ12gxj,0.036,4.0,3278.921928846169,7131.151508787391,0.8435714683735853
LSQ12gxj,0.036,4.5,4769.40763073067,10221.864619379348,0.8276642063899027
LSQ12gxj,0.036,5.0,6173.153523304159,13922.278918494583,0.8830081309034304
LSQ12gxj,0.036,5.5,8543.275972294647,19144.932959503472,0.876073535890144
LSQ12gxj,0.036,6.0,12083.246664402792,25841.982012188884,0.8253554467305018
LSQ12gxj,0.036,6.5,16692.627097860714,33987.88452263782,0.7719986059538775
LSQ12gxj,0.036,7.0,21381.15238321221,43596.91391342116,0.7735615982383723
LSQ12gxj,0.036,7.5,26997.96504593723,54871.86452440539,0.7700467171858685
LSQ12gxj,0.036,8.0,32814.49671834979,66738.89622455862,0.7707831797812708
LSQ12gxj,0.036,8.5,38395.319265656864,78930.87519237607,0.7824215878280836
LSQ12gxj,0.036,9.0,44395.69989005972,91441.31525056458,0.7845038929415344
LSQ12gxj,0.036,9.5,50440.411540083485,104595.31639674216,0.7918340417252061
LSQ12gxj,0.036,10.0,57064.562151735496,118261.2975361352,0.791190375836689
LSQ12gyc,0.093,1.0,4.2250989886140085,40.139097354908586,2.4443267837869946
LSQ12gyc,0.093,1.5,23.288728510081945,119.73279171487954,1.7776683265686914
LSQ12gyc,0.093,2.0,88.2857102439358,230.71091600037275,1.0429443207383038
LSQ12gyc,0.093,2.5,171.37361788730905,372.5431630541088,0.8430815808224411
LSQ12gyc,0.093,3.0,270.5680228942056,593.0086199682326,0.8519613453712188
LSQ12gyc,0.093,3.5,379.2219416315986,740.0945115171407,0.725984315068773
LSQ12gyc,0.093,4.0,549.688887317815,943.572937180942,0.5866462976919788
LSQ12gyc,0.093,4.5,682.8342582919374,1252.012019310988,0.6582329906506099
LSQ12gyc,0.093,5.0,827.2312744149009,1581.0882916714604,0.703322943937702
LSQ12gyc,0.093,5.5,1022.7580830015092,1811.609338660191,0.6207290757139847
LSQ12gyc,0.093,6.0,1260.2780519020648,2048.6326988383275,0.5274943184443264
LSQ12gyc,0.093,6.5,1423.65046172945,2263.1355498853213,0.50326798344163
LSQ12gyc,0.093,7.0,1529.572978430059,2353.954786867381,0.4680697856112549
LSQ12gyc,0.093,7.5,1612.4569629729988,2577.4993905331944,0.5092760981745034
LSQ12gyc,0.093,8.0,1750.6058897656037,2837.050994831034,0.524196892126598
LSQ12gyc,0.093,8.5,1748.4577548659363,2725.828493597108,0.48210845840310224
LSQ12gyc,0.093,9.0,1846.353467052379,2815.159587563111,0.4579704329845821
LSQ12gyc,0.093,9.5,1926.7887533403068,2850.44186835663,0.4251952144883289
LSQ12gyc,0.093,10.0,2280.506217614429,2793.6717381961657,0.22036028422944504
LSQ12gzm,0.1,1.0,13.775070074299538,-15.728921056812847,
LSQ12gzm,0.1,1.5,40.53712408072207,-54.599490672502654,
LSQ12gzm,0.1,2.0,38.11240415246789,-60.20892926129135,
LSQ12gzm,0.1,2.5,-36.83414520486328,-73.14090826760889,
LSQ12gzm,0.1,3.0,-81.18848306950561,-110.43020887830043,
LSQ12gzm,0.1,3.5,-230.09594333914137,-32.96581740621769,
LSQ12gzm,0.1,4.0,-314.0536182768052,-16.876092075175386,
LSQ12gzm,0.1,4.5,-314.00784373717363,61.80714919062761,
LSQ12gzm,0.1,5.0,-205.92266554883395,119.66102893399366,
LSQ12gzm,0.1,5.5,-157.15110442628074,421.3068880811038,
LSQ12gzm,0.1,6.0,-51.45027995488485,847.0286010226412,
LSQ12gzm,0.1,6.5,121.3356561141539,1390.537790154221,2.647985882831538
LSQ12gzm,0.1,7.0,274.6887482251932,2079.07893912612,2.197575272049186
LSQ12gzm,0.1,7.5,643.9715537112928,3179.1061610226334,1.7335958677587924
LSQ12gzm,0.1,8.0,1233.8074804369448,4708.225348822174,1.4540246055537782
LSQ12gzm,0.1,8.5,1816.9378159427429,6454.896671250365,1.3763730764215096
LSQ12gzm,0.1,9.0,2522.732839602248,8490.037202310346,1.3175958315534262
LSQ12gzm,0.1,9.5,3544.772257004202,10587.118433434667,1.1879735832920688
LSQ12gzm,0.1,10.0,4614.375557626176,12848.477773747738,1.111846848327447
LSQ12hjm,0.07,1.0,959.7852258175426,2024.926676216895,0.8105881032970613
LSQ12hjm,0.07,1.5,2033.2629844169448,4104.625286351477,0.7626999047042762
LSQ12hjm,0.07,2.0,3343.285479597085,6904.10445802054,0.7873347286096086
LSQ12hjm,0.07,2.5,4774.531496553739,10158.981904533844,0.8197985602856079
LSQ12hjm,0.07,3.0,6378.235887493271,13704.328976807596,0.8303929966564718
LSQ12hjm,0.07,3.5,8317.197677399594,18154.47191638228,0.8475164922657923
LSQ12hjm,0.07,4.0,10520.908533227346,23299.786398711018,0.8632467367404388
LSQ12hjm,0.07,4.5,12890.652295234251,29136.948997721436,0.8854229489998123
LSQ12hjm,0.07,5.0,15523.093567204767,34980.70039693627,0.8821255639682328
LSQ12hjm,0.07,5.5,18303.51143846416,41852.20405801068,0.8979597978862669
LSQ12hjm,0.07,6.0,21391.319082052145,49511.08493908169,0.9111621931615967
LSQ12hjm,0.07,6.5,24878.617874547188,58067.57492895515,0.9202685986076409
LSQ12hjm,0.07,7.0,28703.464073873747,66977.3500431342,0.9199841200619202
LSQ12hjm,0.07,7.5,32746.54305809984,76074.77464018292,0.9151880368872573
LSQ12hjm,0.07,8.0,36664.36607127201,85585.97450115111,0.9203960489576826
LSQ12hjm,0.07,8.5,40876.25337397491,95576.3873250001,0.9221988204631295
LSQ12hjm,0.07,9.0,45439.54296938624,106711.58949363726,0.9269440856892477
LSQ12hjm,0.07,9.5,50285.22573898949,118248.0379248332,0.9283838479590505
LSQ12hjm,0.07,10.0,54756.17928558249,129805.95247366148,0.9371536785590759
LSQ12hno,0.048,1.0,1851.5946269543228,4917.371638090625,1.0604678004061923
LSQ12hno,0.048,1.5,3744.166642440512,9417.057894292067,1.0014001766323748
LSQ12hno,0.048,2.0,6053.315070648008,14067.05393118879,0.9155246831883914
LSQ12hno,0.048,2.5,8420.091569966837,18662.968174162623,0.864159752274334
LSQ12hno,0.048,3.0,10842.2558504791,23008.011928263717,0.816898606287181
LSQ12hno,0.048,3.5,12820.523089148724,27317.383749731463,0.8213333960880298
LSQ12hno,0.048,4.0,14989.978979877134,31565.017944780266,0.8085125417845619
LSQ12hno,0.048,4.5,17261.365999416135,36160.28596936838,0.8028917380422889
LSQ12hno,0.048,5.0,19185.345487255807,40132.71788299046,0.8013223696483829
LSQ12hno,0.048,5.5,21251.724551041894,44128.8784274256,0.793321778384636
LSQ12hno,0.048,6.0,23017.16224076306,47499.52429201539,0.7865937031348412
LSQ12hno,0.048,6.5,24405.292410509715,50391.87090251131,0.7871911681008326
LSQ12hno,0.048,7.0,25817.45716381397,52553.60014432671,0.7717225182034138
LSQ12hno,0.048,7.5,26857.05795546783,54245.364698753445,0.7632604925557553
LSQ12hno,0.048,8.0,27834.55225402186,55312.648722417216,0.7456005402725334
LSQ12hno,0.048,8.5,28578.60231020212,55778.585552512326,0.7260662803171098
LSQ12hno,0.048,9.0,28792.27893600845,56328.39134019263,0.7286282687887368
