object,telescope,filter,z,radius_kpc,radius_arcsec,radius_pix,flux_bkgsub,seeing_safe,annulus_inner_kpc,annulus_outer_kpc,annulus_outer_pix,bkg_per_pixel,annulus_n_pix,annulus_frac_on_chip,annulus_frac_expected_pix,annulus_ok,file,plate_scale_used,aperture_frac_on_chip,aperture_n_nonfinite,aperture_ok
ASAS14ad,dup,B,0.0264,1.0,1.8837226985258038,8.190098689242625,2847.2674826742373,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,1.5,2.8255840477887055,12.285148033863937,6929.254251748402,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,2.0,3.7674453970516075,16.38019737848525,12292.552858282203,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,2.5,4.7093067463145095,20.47524672310656,18504.20038902618,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,3.0,5.651168095577411,24.570296067727874,25287.521812079423,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,3.5,6.593029444840312,28.66534541234918,33795.40283141756,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,0.9994371180311507,0,True
ASAS14ad,dup,B,0.0264,4.0,7.534890794103215,32.7603947569705,45568.18497240751,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,4.5,8.476752143366115,36.8554441015918,54395.86555911881,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,0.9989923498620584,0,True
ASAS14ad,dup,B,0.0264,5.0,9.418613492629019,40.95049344621312,61905.93389387856,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,0.9984299333385607,0,True
ASAS14ad,dup,B,0.0264,5.5,10.36047484189192,45.04554279083443,70306.14707524228,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,0.9986495546669514,0,True
ASAS14ad,dup,B,0.0264,6.0,11.302336191154822,49.14059213545575,78641.93198230192,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,6.5,12.244197540417725,53.235641480077064,86720.45223703078,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,7.0,13.186058889680623,57.33069082469836,93831.10091648443,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,7.5,14.12792023894353,61.42574016931969,100665.75998018263,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,8.0,15.06978158820643,65.520789513941,107117.28128007181,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,8.5,16.011642937469333,69.61583885856231,113263.8876718294,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,9.0,16.95350428673223,73.7108882031836,118404.31351631832,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,B,0.0264,9.5,17.895365635995134,77.80593754780493,122830.66947380807,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,0.9995025753785272,0,True
ASAS14ad,dup,B,0.0264,10.0,18.837226985258038,81.90098689242625,126422.95237993506,True,15.0,25.0,204.75246723106562,0.25747251510620117,84301,1.0,1.0001026831080562,True,ASAS14ad_B_comb_dup.fits,0.23,0.9993790112219624,0,True
ASAS14ad,dup,V,0.0264,1.0,1.8837226985258038,8.190098689242625,5820.052485884324,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,V,0.0264,1.5,2.8255840477887055,12.285148033863937,13948.102286978767,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,V,0.0264,2.0,3.7674453970516075,16.38019737848525,25265.827719152992,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,V,0.0264,2.5,4.7093067463145095,20.47524672310656,38290.92133877,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,V,0.0264,3.0,5.651168095577411,24.570296067727874,52397.2818238302,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,V,0.0264,3.5,6.593029444840312,28.66534541234918,70881.6770299932,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,0.9994371180311507,0,True
ASAS14ad,dup,V,0.0264,4.0,7.534890794103215,32.7603947569705,98501.88861218249,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,V,0.0264,4.5,8.476752143366115,36.8554441015918,117754.44203892093,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,0.9989923498620584,0,True
ASAS14ad,dup,V,0.0264,5.0,9.418613492629019,40.95049344621312,134627.53342276547,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,0.9984299333385607,0,True
ASAS14ad,dup,V,0.0264,5.5,10.36047484189192,45.04554279083443,151902.57913361065,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,0.9986495546669514,0,True
ASAS14ad,dup,V,0.0264,6.0,11.302336191154822,49.14059213545575,169686.5627140093,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,1.0,0,True
ASAS14ad,dup,V,0.0264,6.5,12.244197540417725,53.235641480077064,186563.06178909604,True,15.0,25.0,204.75246723106562,0.3284785747528076,84301,1.0,1.0001026831080562,True,ASAS14ad_V_comb_dup.fits,0.23,1.0,0,True
