telescope,filter,file,n_stars,median,mean,std,max,mad_sigma,flag_high_scatter,flag_very_soft,flag_few_stars,any_flag
dup,B,SN04ef_B_comb_dup.fits,24,1.631205181067636,1.668562154451223,0.1451591999569123,2.220953138621048,0.0220492682409287,False,False,False,False
swo,V,SN06bh_V_comb_swo.fits,25,1.630187942782104,1.6279983113208083,0.023054131978243,1.695603946585822,0.0143258000982542,False,False,False,False
dup,V,ASAS14hr_V_comb_dup.fits,20,1.626701398489348,1.4352716821820433,0.4751545004886024,1.685106124338957,0.0137774683052043,False,False,False,False
dup,B,ASAS15dd_B_comb_dup.fits,25,1.613199975714066,1.6816186166808405,0.2656050246347637,2.6612628533671256,0.0231837643144649,False,False,False,False
dup,V,CSP14abl_V_comb_dup.fits,25,1.6102874990880065,1.6467269298180898,0.6861742658120138,4.44489930335337,0.0685885811382446,False,False,False,False
dup,B,SN05W_B_comb_dup.fits,21,1.6052190538825342,1.199479461619528,0.7407057877444548,2.14370957384948,0.7463526834179064,True,False,False,True
dup,V,ASAS14me_V_comb_dup.fits,24,1.5995892289458484,1.610752669473426,0.0342560365083502,1.7246445448072307,0.0258487575189459,False,False,False,False
dup,B,KISS13v_B_comb_dup.fits,24,1.59353447722526,1.2964200884404369,0.5708501393404344,1.8740550591122327,0.0702760499431149,False,False,False,False
dup,B,CSP14abl_B_comb_dup.fits,21,1.581035816419761,1.4058957352730792,0.7928510964380214,3.8541515807807634,0.0612565932507355,False,False,False,False
dup,V,SN08O_V_comb_dup.fits,24,1.5803542390412706,1.603056099422943,0.3530982707228421,2.4475346931405286,0.0230837773788905,False,False,False,False
swo,V,SN06py_V_comb_swo.fits,25,1.5639596605443378,1.3449953080502004,0.4424880069988227,1.6395613452310869,0.0431787099510595,False,False,False,False
dup,B,CSP13aaq_B_comb_dup.fits,25,1.5569261955800255,1.5189013936401232,0.1580525006236274,1.695471588231625,0.0629081724685257,False,False,False,False
dup,B,ASAS14hp_B_comb_dup.fits,25,1.5541651416290994,1.5110438571453877,0.2226320662207722,1.575952626274718,0.014388425086349,False,False,False,False
dup,B,SN08cc_B_comb_dup.fits,25,1.5535511178558536,1.6204143658765409,0.233788897385741,2.6329236354426366,0.0368776660820337,False,False,False,False
dup,B,ASAS14jz_B_comb_dup.fits,25,1.546377914972275,1.5449776821806287,0.0502086276025526,1.6919258530917018,0.0133403884316672,False,False,False,False
dup,V,SN09al_V_comb_dup.fits,25,1.5462455287568542,1.6796330395895027,0.3626935376462946,2.74548615802738,0.0832916433608066,False,False,False,False
dup,B,SN2012fr_B_comb_dup.fits,23,1.543092559696542,2.061251290470985,1.362999497127318,5.502671655747543,0.8436214303854741,True,False,False,True
swo,V,SN07ax_V_comb_swo.fits,25,1.5429075149951288,1.6387750183238894,0.3228985005587403,2.8402228867979296,0.0244829973741092,False,False,False,False
swo,V,SN05mc_V_comb_swo.fits,25,1.5425335176627928,1.6055896506941656,0.3534180348905688,2.751035981480716,0.0305804270985701,False,False,False,False
dup,V,SN10ae_V_comb_dup.fits,25,1.5376209442267317,1.6336304446778145,0.3121626195381848,2.701524881775096,0.0733654989223566,False,False,False,False
dup,B,CSP14adc_B_comb_dup.fits,24,1.5246170919332993,1.5516678126403518,0.1276012652250401,2.107862648517966,0.0481758575468554,False,False,False,False
dup,B,SN08fl_B_comb_dup.fits,25,1.5235958826759597,1.5411643296837432,0.0691248284003378,1.7993034654774165,0.0432958960082025,False,False,False,False
dup,V,KISS15m_V_comb_dup.fits,23,1.5128803119157683,1.4431535571109209,0.7232045284454681,2.719238228681378,0.0543393131675071,False,False,False,False
