object,telescope,filter,file,z,fwhm_arcsec,sigma_min_arcsec,sigma_min_kpc,smallest_safe_grid_radius_kpc
SN2012aq,dup,V,SN2012aq_V_comb_dup.fits,0.052,1.040180396379591,0.44172394343870974,0.44799223387587417,1.0
SN07ba,dup,B,SN07ba_B_comb_dup.fits,0.039,1.0381720768316227,0.4408710886516927,0.34056456553217485,1.0
SN07bd,dup,V,SN07bd_V_comb_dup.fits,0.031,1.0369586171809877,0.4403557797841656,0.27298871863309393,1.0
CSP14ade,dup,V,CSP14ade_V_comb_dup.fits,0.06246,1.0360539885752014,0.4399716193861364,0.5294041114029845,1.0
SN09ad,dup,B,SN09ad_B_comb_dup.fits,0.028,1.033497875876071,0.4388861382664541,0.24663428431818918,1.0
LSQ15agh,dup,V,LSQ15agh_V_comb_dup.fits,0.0603,1.0328066376713871,0.43859259642823917,0.5107898274138706,1.0
SN2012gm,dup,B,SN2012gm_B_comb_dup.fits,0.0148,1.0314922510710056,0.4380344278313839,0.13220072793952017,1.0
SN06br,dup,B,SN06br_B_comb_dup.fits,0.025,1.031424398749834,0.4380056136035983,0.22056196941952824,1.0
SN06D,dup,B,SN06D_B_comb_dup.fits,0.009,1.0310669653375215,0.43785382560898417,0.08092747370972898,1.0
KISS13l,dup,V,KISS13l_V_comb_dup.fits,0.13201,1.0309890190652813,0.43782072487485174,1.0278597733574417,1.5
SN07af,dup,B,SN07af_B_comb_dup.fits,0.005,1.030645521125372,0.4376748547304923,0.045161014095107255,1.0
LSQ12hzs,dup,V,LSQ12hzs_V_comb_dup.fits,0.072,1.0285996805686548,0.4368060662381256,0.5991403842718389,1.0
SN08bc,dup,B,SN08bc_B_comb_dup.fits,0.015,1.0275844084067676,0.43637491984796745,0.1334472444037038,1.0
SN05M,dup,V,SN05M_V_comb_dup.fits,0.025,1.0272174076926677,0.4362190689943643,0.21966233757639594,1.0
ASAS15ba,dup,B,ASAS15ba_B_comb_dup.fits,0.02313,1.027023469496258,0.4361367110253046,0.20365160288897052,1.0
LSQ14ba,dup,B,LSQ14ba_B_comb_dup.fits,0.07755,1.0249645628469624,0.4352623738743023,0.6388964158118956,1.0
SN04eo,dup,B,SN04eo_B_comb_dup.fits,0.016,1.0229589323286556,0.4344106610130418,0.14153135386929983,1.0
LSQ14ahc,dup,V,LSQ14ahc_V_comb_dup.fits,0.05086,1.0222484098242663,0.4341089298867553,0.4311984127893952,1.0
SN08ia,dup,B,SN08ia_B_comb_dup.fits,0.022,1.020286297209171,0.43327569737744503,0.19269414433156734,1.0
SN07N,dup,V,SN07N_V_comb_dup.fits,0.013,1.0193096724274209,0.43286096301852406,0.11500167120713387,1.0
KISS15m,swo,V,KISS15m_V_comb_swo.fits,0.0243,1.0188729512102468,0.43267550459332693,0.2119559967983628,1.0
SN2012ij,dup,B,SN2012ij_B_comb_dup.fits,0.01,1.018649925839915,0.4325807944388069,0.08872847746783268,1.0
PS15sv,dup,V,PS15sv_V_comb_dup.fits,0.0333,1.0178934319534898,0.4322595410640441,0.28705888372527244,1.0
SN05hk,dup,V,SN05hk_V_comb_dup.fits,0.013,1.0176458032984237,0.4321543828564823,0.1148139483436306,1.0
SN05hc,dup,B,SN05hc_B_comb_dup.fits,0.046,1.0162566509583637,0.43156446417331523,0.38994931705260844,1.0
LSQ14azy,dup,V,LSQ14azy_V_comb_dup.fits,0.0458,1.014835627290778,0.4309610109835123,0.3878030960903511,1.0
LSQ12gdj,dup,B,LSQ12gdj_B_comb_dup.fits,0.03,1.0147567394569594,0.43092751040499255,0.25883669574129575,1.0
LSQ14gov,dup,B,LSQ14gov_B_comb_dup.fits,0.0896,1.0131982398762571,0.43026567657017745,0.7195733662659475,1.0
SN08fu,dup,V,SN08fu_V_comb_dup.fits,0.052,1.011864187369907,0.42969915663199143,0.43579680914637825,1.0
SN06hx,dup,V,SN06hx_V_comb_dup.fits,0.045,1.011280403610674,0.4294512464953061,0.38005544405120106,1.0
SN09cz,dup,V,SN09cz_V_comb_dup.fits,0.021,1.0101284965170043,0.42896207659202606,0.18232403665810198,1.0
LSQ14foj,dup,B,LSQ14foj_B_comb_dup.fits,0.04607,1.0099606361689877,0.42889079286553883,0.38809092653546506,1.0
SN08hj,dup,V,SN08hj_V_comb_dup.fits,0.038,1.006444961260875,0.42739782319444597,0.3220753140014264,1.0
SN08fp,dup,V,SN08fp_V_comb_dup.fits,0.006,1.0057653750674802,0.4271092295098335,0.05282047522451369,1.0
SN08cd,dup,V,SN08cd_V_comb_dup.fits,0.007,1.0024026152599317,0.42568119690299183,0.06134299593588484,1.0
LSQ14asu,dup,B,LSQ14asu_B_comb_dup.fits,0.0684,0.9996127824341916,0.4244964639839618,0.5554763259773532,1.0
SN08bd,dup,V,SN08bd_V_comb_dup.fits,0.03,0.9945219914643636,0.4223346041082696,0.2536753648469929,1.0
LSQ14bbv,dup,B,LSQ14bbv_B_comb_dup.fits,0.0588,0.9924034677322846,0.4214349499132285,0.47944451634303037,1.0
LSQ14fms,dup,V,LSQ14fms_V_comb_dup.fits,0.078,0.9923514769977732,0.42141287148111173,0.6218312204171544,1.0
SN2013fy,dup,B,SN2013fy_B_comb_dup.fits,0.0309,0.990982610979162,0.42083156760547175,0.26007474751785287,1.0
LSQ12hzj,dup,V,LSQ12hzj_V_comb_dup.fits,0.029,0.990424296802486,0.42059447340464134,0.2445025241000264,1.0
SN05gj,dup,V,SN05gj_V_comb_dup.fits,0.062,0.9889644735472092,0.41997454354700436,0.5018917829147179,1.0
LSQ12hvj,dup,B,LSQ12hvj_B_comb_dup.fits,0.071,0.9886232448111724,0.41982963704480397,0.5685206184600877,1.0
SN08fw,dup,V,SN08fw_V_comb_dup.fits,0.009,0.9859460131816632,0.4186927214511226,0.0773859727286013,1.0
LSQ14auy,dup,B,LSQ14auy_B_comb_dup.fits,0.0825,0.9839859040856376,0.4178603397580239,0.6487610491998709,1.0
ASAS15cb,dup,V,ASAS15cb_V_comb_dup.fits,0.04004,0.9791692331875014,0.4158148879587239,0.32936592258839614,1.0
ASAS15as,dup,V,ASAS15as_V_comb_dup.fits,0.028,0.9772251819903984,0.4149893254274361,0.23320534952586108,1.0
SN04eo,dup,V,SN04eo_V_comb_dup.fits,0.016,0.9770088095163896,0.41489744049785715,0.1351739304317075,1.0
ASAS14ad,dup,V,ASAS14ad_V_comb_dup.fits,0.0264,0.9750071627420908,0.4140474193769131,0.21980274469323194,1.0
LSQ12ca,dup,V,LSQ12ca_V_comb_dup.fits,0.098,0.9749183888503616,0.4140097205761421,0.7500054640770348,1.0
LSQ14ajn,dup,B,LSQ14ajn_B_comb_dup.fits,0.02101,0.9737753789090168,0.413524328945577,0.17584402164000543,1.0
SN08gp,dup,B,SN08gp_B_comb_dup.fits,0.033,0.9707150794213598,0.41222473941043836,0.27138522905288454,1.0
ASAS15hf,swo,V,ASAS15hf_V_comb_swo.fits,0.00618,0.9705106488844464,0.4121379257546158,0.052486521925874406,1.0
ASAS15al,swo,V,ASAS15al_V_comb_swo.fits,0.032,0.9701677941959024,0.4119923287739601,0.2633283962305973,1.0
ASAS15ga,swo,V,ASAS15ga_V_comb_swo.fits,0.00663,0.9700126612459758,0.4119264498758023,0.05624858485289367,1.0
ASAS15eb,dup,V,ASAS15eb_V_comb_dup.fits,0.01648,0.9693363504576082,0.411639247127637,0.13805548242083093,1.0
CSP12G,dup,B,CSP12G_B_comb_dup.fits,0.03697,0.9684987357556234,0.4112835449143183,0.3019023771310422,1.0
LSQ15bv,dup,V,LSQ15bv_V_comb_dup.fits,0.0689,0.967986910246894,0.41106619263306454,0.5415171646814474,1.0
ASAS15cd,dup,B,ASAS15cd_B_comb_dup.fits,0.03435,0.9676867973842368,0.41093874643466377,0.2811512990353161,1.0
SN2011jh,dup,B,SN2011jh_B_comb_dup.fits,0.008,0.9670115215491956,0.41065198319070967,0.06754872095949882,1.0
LSQ13cwp,dup,B,LSQ13cwp_B_comb_dup.fits,0.0665,0.9668107360623536,0.4105667174451315,0.523488563154463,1.0
SN04gs,dup,B,SN04gs_B_comb_dup.fits,0.027,0.9663776491136972,0.41038280235167446,0.22264788935383817,1.0
ASAS15ba,dup,V,ASAS15ba_V_comb_dup.fits,0.02313,0.9646730969311323,0.409658945687484,0.19128795815177632,1.0
SN08bt,dup,B,SN08bt_B_comb_dup.fits,0.015,0.9645969448928654,0.4096266068943658,0.12526737774832947,1.0
SN09ag,dup,B,SN09ag_B_comb_dup.fits,0.009,0.9638606519081976,0.40931393205272704,0.07565251355095888,1.0
SN05ir,dup,V,SN05ir_V_comb_dup.fits,0.0764,0.9634116088139526,0.4091232410081215,0.5924155614784606,1.0
LSQ13dby,dup,B,LSQ13dby_B_comb_dup.fits,0.09993,0.9604367342155734,0.40785992808335825,0.7517479033280686,1.0
LSQ14asu,dup,V,LSQ14asu_V_comb_dup.fits,0.0684,0.9587593909631164,0.40714762598791937,0.5327744436116569,1.0
LSQ12fvl,dup,V,LSQ12fvl_V_comb_dup.fits,0.056,0.9574407006312644,0.4065876297645839,0.4419835521307197,1.0
SN05ir,dup,B,SN05ir_B_comb_dup.fits,0.0764,0.9571243777419024,0.4064532998016513,0.5885494532733926,1.0
SN05be,dup,V,SN05be_V_comb_dup.fits,0.034,0.9567846348621638,0.406309024284524,0.27526663501622806,1.0
LSQ14mc,dup,B,LSQ14mc_B_comb_dup.fits,0.05662,0.956778345219042,0.40630635331901427,0.4462413081878795,1.0
ASAS14mf,dup,B,ASAS14mf_B_comb_dup.fits,0.0311,0.9551702404880934,0.4056234541164438,0.2522380879894443,1.0
SN09ab,dup,V,SN09ab_V_comb_dup.fits,0.011,0.9543176725741572,0.40526140185867776,0.0913262353652913,1.0
SN05hj,dup,B,SN05hj_B_comb_dup.fits,0.0574,0.9537911178471608,0.40503779465433637,0.45056174821530104,1.0
ASAS15da,swo,V,ASAS15da_V_comb_swo.fits,0.048,0.9535341094224082,0.4049286532253364,0.38088473964316316,1.0
ASAS14lo,swo,V,ASAS14lo_V_comb_swo.fits,0.01993,0.9508339893041102,0.40378201778540296,0.16308774294273817,1.0
SN2012bl,dup,B,SN2012bl_B_comb_dup.fits,0.0187,0.9506011384669316,0.40368313513928744,0.15321278818646888,1.0
SN07N,dup,B,SN07N_B_comb_dup.fits,0.013,0.9501021127875264,0.4034712184450762,0.10719346018545146,1.0
SN07on,dup,B,SN07on_B_comb_dup.fits,0.006,0.9493285325364944,0.40314270915933936,0.04985654256531103,1.0
SN06kf,dup,B,SN06kf_B_comb_dup.fits,0.021,0.946556304759829,0.4019654524162964,0.17084951766340298,1.0
LSQ14ip,dup,V,LSQ14ip_V_comb_dup.fits,0.0613,0.9450705082187074,0.40133449271971283,0.474591297585664,1.0
LSQ15bv,swo,V,LSQ15bv_V_comb_swo.fits,0.0689,0.9432267368556632,0.4005515151130227,0.5276656768669887,1.0
SN2012bl,dup,V,SN2012bl_V_comb_dup.fits,0.0187,0.9431536409979682,0.4005204741602972,0.15201244052638527,1.0
SN08gl,dup,B,SN08gl_B_comb_dup.fits,0.034,0.9423881286646256,0.40019539100374857,0.2711247647639351,1.0
SN06ef,dup,B,SN06ef_B_comb_dup.fits,0.018,0.941586278289194,0.39985487650153695,0.14620271853392547,1.0
SN07bc,dup,V,SN07bc_V_comb_dup.fits,0.021,0.9402739902963212,0.39929759910123547,0.16971558575623294,1.0
SN06et,dup,V,SN06et_V_comb_dup.fits,0.023,0.9308448334099674,0.39529340485027736,0.18357140752026105,1.0
ASAS14jc,dup,V,ASAS14jc_V_comb_dup.fits,0.011325,0.9288113020023652,0.39442984357225386,0.09147533942222885,1.0
SN05kc,dup,B,SN05kc_B_comb_dup.fits,0.015,0.928595008698901,0.3943379922633097,0.12059198647246193,1.0
LSQ12gpw,dup,B,LSQ12gpw_B_comb_dup.fits,0.058,0.9269709164641456,0.39364830379298155,0.44215663678255324,1.0
SN2012U,swo,V,SN2012U_V_comb_swo.fits,0.01972,0.9255134414645654,0.3930293711477224,0.15711193566768122,1.0
LSQ14auy,dup,V,LSQ14auy_V_comb_dup.fits,0.0825,0.9254195088546056,0.392989481641024,0.6101470854630164,1.0
LSQ14xi,dup,V,LSQ14xi_V_comb_dup.fits,0.0508,0.9251797659815796,0.3928876722167617,0.38982082840058996,1.0
SN07S,dup,B,SN07S_B_comb_dup.fits,0.014,0.9251427106888132,0.3928719362827804,0.11227015875330304,1.0
LSQ15bv,dup,B,LSQ15bv_B_comb_dup.fits,0.0689,0.9251073758406484,0.3928569309543523,0.5175292329762468,1.0
ASAS15hx,dup,V,ASAS15hx_V_comb_dup.fits,0.0081,0.9251056799179233,0.3928562107622813,0.06542126765454266,1.0
ASAS14kd,swo,V,ASAS14kd_V_comb_swo.fits,0.026,0.9248759412447334,0.39275864973052654,0.20544105485496147,1.0
SN08gp,dup,V,SN08gp_V_comb_dup.fits,0.033,0.922475788481922,0.39173939869778795,0.25789885050733663,1.0
SN07af,dup,V,SN07af_V_comb_dup.fits,0.005,0.9224433048452932,0.3917256041674172,0.040419789576699755,1.0
SN2012fr,swo,V,SN2012fr_V_comb_swo.fits,0.005457,0.9193848360360314,0.3904267920498137,0.04394337421881377,1.0
LSQ14bbv,dup,V,LSQ14bbv_V_comb_dup.fits,0.0588,0.9187699117302396,0.39016565774059575,0.4438710769185508,1.0
LSQ14act,dup,B,LSQ14act_B_comb_dup.fits,0.0591,0.9168290861165976,0.389341464988484,0.4450360485805016,1.0
LSQ14gfb,swo,V,LSQ14gfb_V_comb_swo.fits,0.0527,0.916354410455358,0.3891398887949055,0.39964375687461395,1.0
LSQ14ajn,dup,V,LSQ14ajn_V_comb_dup.fits,0.02101,0.914122712559554,0.3881921739576239,0.16507196375105873,1.0
SN06ef,dup,V,SN06ef_V_comb_dup.fits,0.018,0.9133118909509432,0.38784784972345504,0.14181247582430964,1.0
SN2012G,dup,B,SN2012G_B_comb_dup.fits,0.0258,0.9130998938206988,0.38775782283129745,0.20131351845986026,1.0
SN08R,dup,V,SN08R_V_comb_dup.fits,0.013,0.91274548193666,0.38760731796159986,0.10297876950338743,1.0
LSQ14foj,dup,V,LSQ14foj_V_comb_dup.fits,0.04607,0.9114122397147488,0.38704114211953305,0.3502223828330246,1.0
SN05eq,dup,B,SN05eq_B_comb_dup.fits,0.029,0.9105038696043865,0.38665539285080264,0.2247728524429663,1.0
SN06D,dup,V,SN06D_V_comb_dup.fits,0.009,0.9100697745498192,0.38647104965418205,0.07143051831729488,1.0
SN08fw,dup,B,SN08fw_B_comb_dup.fits,0.009,0.9073081215952498,0.3852982836246092,0.07121375878140658,1.0
SN08bt,dup,V,SN08bt_V_comb_dup.fits,0.015,0.902762110775602,0.3833677705778732,0.1172371973041722,1.0
ASAS15cd,dup,V,ASAS15cd_V_comb_dup.fits,0.03435,0.9025596065082684,0.3832817749334243,0.26222927347209146,1.0
SN05lu,dup,B,SN05lu_B_comb_dup.fits,0.032,0.9015273670438272,0.3828434231932905,0.24469762564980296,1.0
SN2013fy,swo,V,SN2013fy_V_comb_swo.fits,0.0309,0.9009541962002934,0.38260001994693915,0.2364475748675558,1.0
LSQ12hnr,dup,V,LSQ12hnr_V_comb_dup.fits,0.1243,0.9002447916002521,0.3822987635509193,0.8524767373054836,1.0
ASAS15hg,swo,V,ASAS15hg_V_comb_swo.fits,0.02977,0.8987575781608887,0.381667202153053,0.22755372152514672,1.0
CSP13aam,swo,V,CSP13aam_V_comb_swo.fits,0.07495,0.8986183474207886,0.3816080763016344,0.5430025209580147,1.0
LSQ14wp,swo,V,LSQ14wp_V_comb_swo.fits,0.06945,0.8983699440933257,0.3815025891209952,0.5062575743982978,1.0
SN05A,dup,V,SN05A_V_comb_dup.fits,0.019,0.8965454302821316,0.38072778944360836,0.1467653150088121,1.0
SN05kc,dup,V,SN05kc_V_comb_dup.fits,0.015,0.8927893520790445,0.3791327298928741,0.11594208504257018,1.0
SN09le,dup,B,SN09le_B_comb_dup.fits,0.018,0.8915555408243254,0.37860877849483726,0.1384343068691855,1.0
CSP14ade,swo,V,CSP14ade_V_comb_swo.fits,0.06246,0.8915543874079707,0.3786082886840098,0.45556753165174424,1.0
LSQ14ba,dup,V,LSQ14ba_V_comb_dup.fits,0.07755,0.8907621722352282,0.37827186587564526,0.5552433516346641,1.0
SN2011jn,dup,V,SN2011jn_V_comb_dup.fits,0.047,0.890737793856205,0.37826151333126523,0.34880209601237244,1.0
ASAS14me,swo,V,ASAS14me_V_comb_swo.fits,0.018,0.890277784482631,0.3780661653366086,0.13823590609053446,1.0
CSP15aae,swo,V,CSP15aae_V_comb_swo.fits,0.016,0.8893209648723254,0.3776598414596208,0.1230418897620944,1.0
ASAS15dd,swo,V,ASAS15dd_V_comb_swo.fits,0.02437,0.8881640392257479,0.3771685403731455,0.1852812578648852,1.0
ASAS15bm,swo,V,ASAS15bm_V_comb_swo.fits,0.0206,0.8877375167378415,0.3769874129494995,0.15725685803917713,1.0
LSQ12gxj,dup,B,LSQ12gxj_B_comb_dup.fits,0.036,0.8856652184900862,0.37610738891024087,0.26914947687081314,1.0
LSQ14jp,dup,V,LSQ14jp_V_comb_dup.fits,0.0454,0.881927579833133,0.3745201599137661,0.3342298396058789,1.0
LSQ14act,dup,V,LSQ14act_V_comb_dup.fits,0.0591,0.8817930731520616,0.3744630401855069,0.4280292923553076,1.0
LSQ13dpm,dup,B,LSQ13dpm_B_comb_dup.fits,0.05086,0.8816770196647689,0.37441375680712835,0.3719034706424133,1.0
LSQ12hvj,dup,V,LSQ12hvj_V_comb_dup.fits,0.071,0.8816435747227549,0.37439955404794745,0.5070005717481172,1.0
LSQ12hnr,dup,B,LSQ12hnr_B_comb_dup.fits,0.1243,0.8815572784692627,0.3743629074032604,0.8347808057423127,1.0
SN07jh,dup,V,SN07jh_V_comb_dup.fits,0.04077,0.8809856016287246,0.374120138601566,0.3014799757839815,1.0
SN07al,dup,V,SN07al_V_comb_dup.fits,0.012,0.8801235693080698,0.3737540671803235,0.09177132367685381,1.0
SN09D,dup,V,SN09D_V_comb_dup.fits,0.025,0.8780265851303245,0.3728635599918144,0.18775905733253687,1.0
ASAS14jz,swo,V,ASAS14jz_V_comb_swo.fits,0.012,0.8771500348923416,0.37249132337873114,0.09146127040837403,1.0
ASAS15hx,swo,V,ASAS15hx_V_comb_swo.fits,0.0081,0.8762644882963814,0.37211526636417125,0.06196733505094736,1.0
SN2012ij,dup,V,SN2012ij_V_comb_dup.fits,0.01,0.8745407640853914,0.3713832680891322,0.07617599384486329,1.0
SN09le,dup,V,SN09le_V_comb_dup.fits,0.018,0.873351772785314,0.37087834997337793,0.13560775720907348,1.0
SN05lu,dup,V,SN05lu_V_comb_dup.fits,0.032,0.8727366462363741,0.37061712977940264,0.2368830863691694,1.0
SN2011iv,swo,V,SN2011iv_V_comb_swo.fits,0.006,0.8703409304728404,0.3695997629667712,0.04570829608429943,1.0
SN05A,dup,B,SN05A_B_comb_dup.fits,0.019,0.8698619031513131,0.36939633879321787,0.1423971969719287,1.0
ASAS15be,dup,B,ASAS15be_B_comb_dup.fits,0.0219,0.8679917231526943,0.3686021464715731,0.1632059125378244,1.0
LSQ14gfb,dup,V,LSQ14gfb_V_comb_dup.fits,0.0527,0.8675147603513294,0.36839959901901026,0.37834363431361007,1.0
ASAS14hu,swo,V,ASAS14hu_V_comb_swo.fits,0.015,0.8656105840672355,0.36759096980417405,0.11241251446151507,1.0
ASAS15hx,dup,B,ASAS15hx_B_comb_dup.fits,0.0081,0.8646338139956649,0.36717617374634715,0.06114484149918636,1.0
LSQ14age,dup,B,LSQ14age_B_comb_dup.fits,0.08054,0.8634667447530351,0.3666805650712416,0.5570411834061847,1.0
SN07bm,dup,B,SN07bm_B_comb_dup.fits,0.006,0.8588294357041272,0.36471128123628643,0.04510373895865059,1.0
ASAS14mf,dup,V,ASAS14mf_V_comb_dup.fits,0.0311,0.8552723796294902,0.3632007386017684,0.22585740279940597,1.0
LSQ14gfn,dup,B,LSQ14gfn_B_comb_dup.fits,0.1217,0.8542659211242145,0.3627733350269604,0.7943507984319119,1.0
LSQ13dby,dup,V,LSQ13dby_V_comb_dup.fits,0.09993,0.8532702679010855,0.3623505200329951,0.6678671400367803,1.0
ASAS15fr,dup,B,ASAS15fr_B_comb_dup.fits,0.03344,0.8525875477212029,0.3620605954668597,0.24141090847822524,1.0
SN07on,dup,V,SN07on_V_comb_dup.fits,0.006,0.8511728156613224,0.3614598140768483,0.04470163095284719,1.0
ASAS15aj,swo,V,ASAS15aj_V_comb_swo.fits,0.01092,0.851093513146932,0.3614261373997036,0.08086341211831316,1.0
SN2011jn,dup,B,SN2011jn_B_comb_dup.fits,0.047,0.8504647275430127,0.3611591167391456,0.333031652634111,1.0
SN08cf,dup,V,SN08cf_V_comb_dup.fits,0.046,0.8481512135667371,0.3601766578114846,0.32544533526623926,1.0
SN05eq,dup,V,SN05eq_V_comb_dup.fits,0.029,0.8456989736756186,0.3591352874119532,0.20877469823796788,1.0
LSQ12ca,swo,V,LSQ12ca_V_comb_swo.fits,0.098,0.8451099698327207,0.35888516050983993,0.6501437477940576,1.0
LSQ12cdl,dup,V,LSQ12cdl_V_comb_dup.fits,0.111,0.8441021096817707,0.3584571617109182,0.7246473468263608,1.0
LSQ14fom,swo,V,LSQ14fom_V_comb_swo.fits,0.05626,0.8422690281478047,0.35767872365666686,0.39050224975137093,1.0
SN06kf,dup,V,SN06kf_V_comb_dup.fits,0.021,0.8419199444951958,0.3575304814785244,0.15196308524372498,1.0
LSQ12gef,dup,V,LSQ12gef_V_comb_dup.fits,0.065,0.8417656972973367,0.3574649787246369,0.4462851885860599,1.0
ASAS14lp,swo,V,ASAS14lp_V_comb_swo.fits,0.0051,0.8404232637795336,0.35689489969858307,0.03755775178209611,1.0
SN09ds,dup,B,SN09ds_B_comb_dup.fits,0.019,0.8381957671037367,0.35594896895517136,0.13721342125331068,1.0
SN08bz,dup,B,SN08bz_B_comb_dup.fits,0.06,0.8359002586102615,0.35497415625204404,0.41149534590071,1.0
SN2012G,dup,V,SN2012G_V_comb_dup.fits,0.0258,0.8352182323602395,0.35468452637078784,0.18414274514337198,1.0
SN08fp,dup,B,SN08fp_B_comb_dup.fits,0.006,0.8351796126899297,0.3546681261068308,0.043861704860487544,1.0
LSQ14ahc,dup,B,LSQ14ahc_B_comb_dup.fits,0.05086,0.8346798647831175,0.35445590271087885,0.35207942553182303,1.0
LSQ12gzm,dup,B,LSQ12gzm_B_comb_dup.fits,0.1,0.8317355588100525,0.35320557108605766,0.6514153025169875,1.0
LSQ12fuk,dup,B,LSQ12fuk_B_comb_dup.fits,0.02,0.831560163743154,0.35313108765906775,0.1431186606706067,1.0
PS15sv,swo,V,PS15sv_V_comb_swo.fits,0.0333,0.8303976654209512,0.3526374200751452,0.23418269477025414,1.0
LSQ12gpw,dup,V,LSQ12gpw_V_comb_dup.fits,0.058,0.8286629954703587,0.35190077357247385,0.3952646588966655,1.0
LSQ12gyc,dup,B,LSQ12gyc_B_comb_dup.fits,0.093,0.8275377913251721,0.3514229433673331,0.6076307775094341,1.0
LSQ12cdl,swo,V,LSQ12cdl_V_comb_swo.fits,0.111,0.8257991991608045,0.3506846312538294,0.7089346085259924,1.0
LSQ14mc,dup,V,LSQ14mc_V_comb_dup.fits,0.05662,0.8243151272186982,0.3500544039270161,0.3844604788216828,1.0
LSQ12gyc,dup,V,LSQ12gyc_V_comb_dup.fits,0.093,0.8217457457871616,0.3489632880954865,0.6033778900032386,1.0
SN2012E,swo,V,SN2012E_V_comb_swo.fits,0.02,0.8171386943777579,0.34700685349695937,0.14063660168020609,1.0
LSQ14asu,swo,V,LSQ14asu_V_comb_swo.fits,0.0684,0.8167806329205213,0.3468547987962224,0.4538780546596476,1.0
LSQ12gzm,dup,V,LSQ12gzm_V_comb_dup.fits,0.1,0.8164085573368798,0.3466967928439516,0.6394111947262742,1.0
LSQ14gov,dup,V,LSQ14gov_V_comb_dup.fits,0.0896,0.8163215445565376,0.34665984191832744,0.5797515418539472,1.0
LSQ15alq,swo,V,LSQ15alq_V_comb_swo.fits,0.0471,0.8143645374025619,0.34582877749873187,0.31953583433776644,1.0
ASAS15fr,swo,V,ASAS15fr_V_comb_swo.fits,0.03344,0.8056314616198103,0.3421201816758027,0.2281152517041883,1.0
SN07S,dup,V,SN07S_V_comb_dup.fits,0.014,0.8028829838644878,0.34095301063820166,0.09743340029310535,1.0
LSQ12cdl,dup,B,LSQ12cdl_B_comb_dup.fits,0.111,0.8023945168113226,0.3407455777797138,0.6888420856270034,1.0
LSQ14age,dup,V,LSQ14age_V_comb_dup.fits,0.08054,0.8007302224597013,0.34003881704224975,0.5165684879220493,1.0
LSQ12gxj,dup,V,LSQ12gxj_V_comb_dup.fits,0.036,0.7989239436867538,0.33927176107261886,0.24278921314020613,1.0
SN06ej,dup,B,SN06ej_B_comb_dup.fits,0.02,0.7972258734188999,0.33855065702416426,0.13720943382144654,1.0
LSQ13dcy,swo,V,LSQ13dcy_V_comb_swo.fits,0.083,0.7920113108690948,0.33633623619790676,0.525048643259464,1.0
ASAS14lt,swo,V,ASAS14lt_V_comb_swo.fits,0.032046,0.7911186311674059,0.33595715003224724,0.21502668433690253,1.0
KISS13v,swo,V,KISS13v_V_comb_swo.fits,0.08,0.7899542247840825,0.3354626721693717,0.5065174688180784,1.0
LSQ12hno,dup,B,LSQ12hno_B_comb_dup.fits,0.048,0.7884104520831977,0.33480709226459626,0.31492686712125745,1.0
SN2011jh,dup,V,SN2011jh_V_comb_dup.fits,0.008,0.7847219420808316,0.33324072628680124,0.054815234684582215,1.0
LSQ12fxd,dup,B,LSQ12fxd_B_comb_dup.fits,0.031,0.7828882369711913,0.3324620234243427,0.20610239705099584,1.0
LSQ12gyc,swo,V,LSQ12gyc_V_comb_swo.fits,0.093,0.7809068477759397,0.33162060490515155,0.5733913786785414,1.0
SN08cf,dup,B,SN08cf_B_comb_dup.fits,0.046,0.7779377360954346,0.3303597392662802,0.2985036197438827,1.0
SN2011im,swo,V,SN2011im_V_comb_swo.fits,0.016228,0.7730231876178323,0.32827272268598023,0.10844562563515557,1.0
SN06lu,dup,B,SN06lu_B_comb_dup.fits,0.068,0.7725656267694627,0.32807841448424097,0.4269974769157282,1.0
LSQ14ajn,swo,V,LSQ14ajn_V_comb_swo.fits,0.02101,0.7711766103293638,0.3274885535124737,0.13925880597530788,1.0
ASAS15al,dup,V,ASAS15al_V_comb_dup.fits,0.032,0.7699072029891015,0.32694948584870853,0.20897254085571798,1.0
LSQ14gfn,swo,V,LSQ14gfn_V_comb_swo.fits,0.1217,0.7688926126915571,0.32651862901967593,0.7149652651438593,1.0
ASAS15fr,dup,V,ASAS15fr_V_comb_dup.fits,0.03344,0.7683716528580216,0.32629739774782784,0.21756510432407467,1.0
SN07ba,dup,V,SN07ba_V_comb_dup.fits,0.039,0.7640801387564493,0.3244749595064735,0.2506507604033334,1.0
SN07cg,dup,V,SN07cg_V_comb_dup.fits,0.033,0.7607609635086523,0.32306543555800826,0.21268783468302407,1.0
LSQ12hjm,dup,B,LSQ12hjm_B_comb_dup.fits,0.07,0.7603518172472615,0.32289168713835553,0.4315959350942775,1.0
ASAS15al,dup,B,ASAS15al_B_comb_dup.fits,0.032,0.759389103507723,0.3224828602551421,0.20611765916989488,1.0
ASAS15go,swo,V,ASAS15go_V_comb_swo.fits,0.01892,0.7582883463855413,0.3220154117447965,0.1236217971629296,1.0
PS1-14xw,swo,V,PS1-14xw_V_comb_swo.fits,0.024,0.7555960792151557,0.32087211114479236,0.15530209939758993,1.0
ASAS14lw,swo,V,ASAS14lw_V_comb_swo.fits,0.016,0.7551230088514117,0.32067121665829335,0.10447494850776991,1.0
