telescope,filter,n_stars,median,mean,std,p16,p84
dup,B,6350,1.0964113945304057,1.1141998673389164,0.4280973743580797,0.8083881824337812,1.4141933274160023
dup,V,6849,1.0675190450470604,1.1228039423679943,0.42756721563436606,0.8186732431296727,1.4161053482782102
swo,V,3428,0.8669000544193324,0.9616406078979156,0.34079939388076663,0.6985924509011776,1.2703559552523975
