test,observed,null_mean,null_lo95,null_hi95,z,p_value,n_permutations
median_step,0.021986489275787724,0.0034943405445079,-0.007615487735342674,0.014839518471479532,3.1552046568434933,0.0011997600479904018,5000
offset_slope_rho,0.28919991234981746,-0.00010338059294416025,-0.1397981714680007,0.14105431980194788,4.040494437973471,0.0004997501249375312,2000
fixed_split_step,0.004237904106292101,,,,,,0
