object,z,flux_B,flux_V,mag_B,mag_V,B_minus_V,B_minus_V_err,annulus_tag,epoch,zp_err_B,zp_err_V,n_ref_B,n_ref_V,bkg_frac_B,bkg_frac_V,zp_diff,zp_diff_n_mad,flag_high_bkg,flag_large_err,flag_zp_outlier,flag_low_flux,flag_exclude,ra_deg,dec_deg,ebv_sfd,A_B,A_V,colour_excess_BV,ebv_applied,mag_B_dered,mag_V_dered,B_minus_V_dered,B_minus_V_dered_err,gal_b_deg
ASAS14mf,0.0311,53120.55922019648,99558.88280390046,17.348702667119674,17.37776151443421,-0.0290588473145341,0.3830182936579513,ann20-30,CSP-II,0.3752110199778634,0.0769396111493946,5,5,0.0008645747969523,0.0013180018669255,-0.7111022877627384,-4.309549079284158,False,True,True,False,True,1.22691,-32.4374,0.012246584865123727,0.04440611672093864,0.03358013570016926,0.010825981020769378,0.010825981020769378,17.304296550398735,17.34418137873404,-0.03988482833530348,0.38302221038001727,-78.60323071256593
ASAS14my,0.020514,369365.3749492551,916384.840479744,15.811811130420056,15.078556556611712,0.7332545738083454,0.3798523065770777,ann20-30,CSP-II,0.2379034280320895,0.2961245240477503,1,1,-4.552739191554069e-05,0.0001560015781171,-0.2532997131347656,0.0370431088162886,False,True,False,False,True,174.62483,-8.97664,0.032628949298379895,0.1183125701559255,0.08946857897615768,0.028843991179767825,0.028843991179767825,15.69349856026413,14.989087977635554,0.7044105826285776,0.3798803408878933,49.799858464717765
ASAS15aj,0.01092,3164639.731498852,8911714.716074243,12.81813876758557,11.822797096935725,0.9953416706498466,0.4020914517977244,ann20-30,CSP-II,0.2656772212226067,0.3018164172675766,7,6,0.0017711826311361,0.0010706475162872,-0.1287508269557555,1.2195686027854489,False,True,False,False,True,163.22192,-32.92635,0.0656372355023969,0.23800061593169117,0.17997729974757232,0.05802331618411885,0.05802331618411885,12.580138151653879,11.642819797188153,0.9373183544657278,0.4021986117112531,23.66831434431607
ASAS15al,0.032,34951.140330557275,53952.949085846674,18.41332153265558,18.06644424209854,0.346877290557039,0.2382705919703838,ann20-30,CSP-II,0.1395718314592776,0.1931128656020105,5,5,0.0083113547320017,0.0127186029251331,-0.1245073058416927,1.2598585809259466,False,False,False,False,False,74.45679,-21.59281,0.02935918895137666,0.10645641913769176,0.0805028961046748,0.025953523033016956,0.025953523033016956,18.306865113517887,17.985941345993865,0.320923767524022,0.23830677452199603,-34.15499885248909
ASAS15as,0.028,11303.815546933582,20395.310773716606,20.14700599769888,19.76366270299529,0.3833432947035859,0.2608335909845884,ann20-30,CSP-II,0.2053995347970405,0.1607644030594924,6,5,0.0502441644238447,0.0540174159779972,-0.2574198680179123,-0.0020755725135452,False,True,False,False,True,144.81896,6.43015,0.03904330975378929,0.14157104116723998,0.10705675534489024,0.034514285822349736,0.034514285822349736,20.00543495653164,19.6566059476504,0.3488290088812362,0.2608920424727759,39.969032187029995
ASAS15ba,0.02313,35128.79021717496,71215.94157099858,18.274262976253127,17.71210256611147,0.562160410141658,0.2431185565454258,ann20-30,CSP-II,0.1162548468242213,0.213521528485088,5,5,0.0103827113943834,0.0109993287589989,-0.2051246574162242,0.4944396645645385,False,False,False,False,False,211.22954,8.9207,0.021950066895527715,0.0795909425631835,0.060187083427536994,0.019403859135646503,0.019403859135646503,18.194672033689944,17.651915482683933,0.5427565510060115,0.24313837867830515,64.84031238180476
ASAS15be,0.0219,63640.134309288725,112652.64155449536,17.597669726609855,17.147822966125034,0.4498467604848208,0.2035093696307922,ann20-30,CSP-II,0.0766753973202142,0.1885124584034427,6,6,0.0108307180057758,0.0125260790791695,-0.1701789702019134,0.8262303959228323,False,False,False,False,False,43.19329,-34.31459,0.01695191004808198,0.06146762583434526,0.04648213735184079,0.014985488482504465,0.014985488482504465,17.53620210077551,17.101340828773193,0.43486127200231633,0.2035234934548538,-63.0634883066295
ASAS15cb,0.04004,231558.8294259724,466879.1844554752,16.339326589077025,15.854399055505231,0.4849275335717919,0.1172603512284467,ann20-30,CSP-II,0.086449952569199,0.0792237064962372,4,4,0.0012626165595989,0.0003938310323112,-0.2764303817520499,-0.1825702989919359,False,False,False,False,False,189.95929,3.79711,0.0283829756154236,0.10291666958152597,0.0778261191374915,0.025090550444034465,0.025090550444034465,16.2364099194955,15.77657293636774,0.45983698312775745,0.11732905047212838,66.5048535954431
ASAS15cd,0.03435,322724.2551011601,640437.3082487828,15.891160044227266,15.407822986737306,0.48333705748996,0.1973271989909012,ann20-30,CSP-II,0.1352434475629346,0.1436914519130713,6,6,0.0005323790590043,-0.0001198932043326,-0.2607754836729832,-0.0339353601183911,False,False,False,False,False,149.81246,12.98841,0.026139125729452754,0.09478046989499568,0.07167348275015946,0.023106987144836222,0.023106987144836222,15.79637957433227,15.336149503987148,0.46023007034512375,0.19736183051107034,47.412255439670346
ASAS15da,0.048,49000.21332953579,144585.82244127963,17.66322844468111,16.672958222916442,0.9902702217646676,0.4873100982950185,ann20-30,CSP-II,0.3525857542775247,0.3363843304627158,4,4,0.0190530817118212,0.0087926039719998,-0.1845491255247218,0.6897934068590044,False,True,False,False,True,80.96617,-24.70233,0.030869307847275106,0.11193211025421954,0.08464364211722834,0.027288468136991192,0.027288468136991192,17.55129633442689,16.588314580799214,0.9629817536276765,0.4873296576332371,-29.475262686918132
ASAS15dd,0.02437,313568.9132903396,967875.0408478308,15.92602518336665,15.01698756114239,0.9090376222242612,0.0846425615793009,ann20-30,CSP-II,0.0596025103915363,0.06009911801127,7,7,0.0015236680617145,0.0004434137931105,-0.3146781020236631,-0.5457120796609143,False,False,False,False,False,235.99613,19.21158,0.04721061834013693,0.1711857021013365,0.12945151548865547,0.041734186612681023,0.041734186612681023,15.754839481265314,14.887536045653734,0.8673034356115802,0.08490554654679888,49.75809221169462
ASAS15eb,0.01648,1118667.8422271493,3568376.315392713,14.634143271244348,13.498395135393242,1.135748135851106,0.1213917761339653,ann20-30,CSP-II,0.0665034693262247,0.101554181994316,23,22,0.004248047897247,0.0031636486025143,-0.123675599944228,1.2677551864870993,False,False,False,False,False,121.53083,-22.56357,0.16755847145142352,0.6075670174828617,0.4594453287198033,0.14812168876305837,0.14812168876305837,14.026576253761487,13.038949806673438,0.9876264470880476,0.12368358096699202,5.0569598390833255
ASAS15fr,0.03344,127247.44771227396,242846.7741703033,17.04984535080548,16.452802488856616,0.5970428619488644,0.0992866189211211,ann20-30,CSP-II,0.0442331332997589,0.088889046655219,8,8,-0.0030387375511429,-0.0012211879325032,-0.1046652850079929,1.448248025485038,False,False,False,False,False,140.08517,-7.64077,0.03251026365096426,0.1178822159983964,0.089143142930944,0.02873907306745241,0.02873907306745241,16.931963134807084,16.363659345925672,0.568303788881412,0.09939304108135437,28.22888872805252
ASAS15ga,0.00663,6449184.111861361,18907404.83387913,12.645829640479686,11.742674670495669,0.9031549699840192,0.2154609096324477,ann20-30,CSP-II,0.1360999701586712,0.1670335346643021,3,3,0.0016103693284654,0.001041078217756,-0.2646628994177895,-0.0708443069979604,False,False,False,False,False,194.86372,14.17105,0.024114998569396254,0.08744098481263081,0.06612332607728454,0.021317658735346273,0.021317658735346273,12.558388655667056,11.676551344418383,0.8818373112486729,0.21548790525116507,76.90858871268397
ASAS15go,0.01892,349931.06008600834,843656.1142894755,15.879808912806649,15.091271063431144,0.7885378493755031,0.1256163150072386,ann20-30,CSP-II,0.084500451902078,0.0929469323019453,8,7,0.0015971503916954,0.0018328203841114,-0.1669195654456068,0.8571767121665375,False,False,False,False,False,92.87667,-16.48461,0.1374156872024212,0.49826928179597924,0.3767938143090389,0.12147546748694033,0.12147546748694033,15.38153963101067,14.714477249122105,0.6670623818885628,0.12711105223208471,-16.100865426178927
ASAS15gr,0.024,73090.15769808272,131079.90844224396,17.457200127542116,16.95336171691257,0.5038384106295446,0.2145250960176616,ann20-30,CSP-II,0.1418208818903929,0.1609591696089979,8,4,0.0079611695558972,0.0035169535052962,-0.1303546654942948,1.2043410080777206,False,False,False,False,False,101.33575,-34.89391,0.08339816216617658,0.3024017360145563,0.2286777606596562,0.07372397535490008,0.07372397535490008,17.15479839152756,16.724683956252914,0.43011443527464455,0.21484915305782673,-16.275743376201707
ASAS15hf,0.00618,1376463.700348716,3538976.66250816,14.403024825857871,13.483747914590392,0.919276911267481,0.1229688697456539,ann20-30,CSP-II,0.0456744115128527,0.1141717612173789,8,6,0.004843232355246,0.0019281393578562,-0.1060054285311906,1.435524074830986,False,False,False,False,False,157.37817,-35.25978,0.08561317625233204,0.310433377090956,0.23475132928389447,0.0756820478070615,0.0756820478070615,14.092591448766916,13.248996585306498,0.8435948634604196,0.12356364311133965,19.17981942455877
ASAS15hg,0.02977,108896.49100571036,311483.0858589545,17.0359748767057,16.195490521745683,0.8404843549600187,0.1176054348480216,ann20-30,CSP-II,0.1100365949787674,0.041508867381211,5,4,0.0019333706087421,0.0002080151021228,-0.3005671024788086,-0.4117356370037351,False,False,False,False,False,148.45258,9.19382,0.04202130422261354,0.1523692491111967,0.11522241617840633,0.03714683293279038,0.03714683293279038,16.883605627594505,16.080268105567278,0.8033375220272283,0.11775552393851353,44.46585680448957
ASAS15hx,0.0081,59682.49294550338,114935.52825740156,17.62271785294438,17.037397819885854,0.585320033058526,0.1706231159548152,ann20-30,CSP-II,0.0813374243432298,0.1499882365365354,6,6,0.0744076532193504,0.059402776498797,-0.1261983190775808,1.243803308788042,False,False,False,False,False,205.81955,-31.55599,0.04173992646032243,0.15134897334512912,0.1144508783542041,0.036898094990925015,0.036898094990925015,17.47136887959925,16.92294694153165,0.548421938067601,0.17072522167250997,30.028812707600697
CSP12G,0.03697,16788.390602359763,29714.88920758621,18.867582945158016,18.40881310543061,0.458769839727406,0.0635863369312722,ann20-30,CSP-II,0.0519312176951853,0.036692926743891,18,19,0.0031900115297093,-0.0089242440969785,-0.1611427859638539,0.9120241637960328,False,False,False,False,False,135.51008,10.30009,0.028151958252520867,0.10207900062364066,0.07719266952841222,0.024886331095228434,0.024886331095228434,18.765503944534377,18.3316204359022,0.43388350863217756,0.06371088665924399,33.638785982786715
CSP12J,0.0147,532457.9655747476,1473588.4454432554,15.082370202652186,14.136650150844623,0.9457200518075606,0.0863046972158051,ann20-30,CSP-II,0.0665663163249176,0.0549311049628788,17,17,0.0082940126129323,0.0051303055053424,-0.1595071458185017,0.927553697862346,False,False,False,False,False,91.75833,-69.35472,0.06797155467136419,0.24646485723836656,0.1863780029088806,0.06008685432948596,0.06008685432948596,14.835905345413819,13.950272147935744,0.8856331974780747,0.08683851548207193,-29.151417850816294
CSP13aam,0.07495,2033.5509116726232,7475.878791994399,20.4484399091268,19.53542466664929,0.9130152424775028,0.1985248815808093,ann20-30,CSP-II,0.1697559633652588,0.1029322180301545,10,10,0.1412741421500409,0.0684415930551236,-0.5005027616422666,-2.3100184829418846,True,False,False,False,True,78.69792,-66.84142,0.16001698846251425,0.5802216001650766,0.43876658236421406,0.14145501780086256,0.14145501780086256,19.868218308961723,19.096658084285078,0.7715602246766402,0.1998108414762248,-34.22917092020869
CSP13aao,0.0614,32654.89947399741,102269.83629053085,17.57854549225477,16.683720106468165,0.8948253857866035,0.0577860287309006,ann20-30,CSP-II,0.0379650883894929,0.043564632215439,13,13,-0.0016952936115957,0.0005320285861374,-0.344672638204841,-0.830494262803399,False,False,False,False,False,89.62654,-63.56064,0.04482745636682037,0.16254435678609064,0.12291688535782144,0.039627471428269195,0.039627471428269195,17.41600113546868,16.560803221110344,0.8551979143583344,0.05813282833888702,-29.933895380804717
CSP14aaq,0.03591,358308.48260715645,1121392.1886061446,15.716340474735055,14.683371531765832,1.032968942969223,0.1289589069651676,ann20-30,CSP-II,0.0562036325566977,0.1160670124242133,11,11,0.0069651732392443,0.0061523237818281,-0.2057821489666764,0.4881971316577277,False,False,False,False,False,93.45017,-67.92081,0.05215512233130399,0.18911447357330827,0.14300934543243554,0.046105128140872725,0.046105128140872725,15.527226001161747,14.540362186333397,0.9868638148283503,0.12916972232832832,-28.50505553487414
CSP14acy,0.0664,5441.450301768327,17953.101329230125,20.26049514472145,19.8966442718756,0.3638508728458447,0.1611310598585732,ann20-30,CSP-II,0.0398719006547501,0.1561199858740861,6,6,0.0110621880462678,-0.0046938539923267,-0.9322111649021956,-6.408860379302571,False,False,True,False,False,10.61979,-64.76417,0.017763187156959126,0.06440931663113379,0.048706659184381926,0.015702657446751866,0.015702657446751866,20.196085828090315,19.84793761269122,0.34814821539909285,0.16115064607841287,-52.33689346637025
CSP14ade,0.06246,32975.676584254856,95930.51801163064,18.400471523428934,17.467753284017306,0.9327182394116278,0.127859000765754,ann20-30,CSP-II,0.0552762886672137,0.1152929138672276,6,5,0.0060797202535918,0.0016703623577509,-0.2266894470471854,0.2896934456859386,False,False,False,False,False,84.32767,-75.72139,0.08049550947363597,0.291876717351404,0.22071868697670982,0.0711580303746942,0.0711580303746942,18.10859480607753,17.247034597040596,0.8615602090369336,0.1283649048149817,-30.77464889895169
KISS13l,0.13201,836.3932075032894,1350.9293000862092,21.81788065524833,21.98560719348692,-0.1677265382385897,0.3039777571095767,ann20-30,CSP-II,0.2905114395473557,0.089473908540378,6,9,0.0759556194514501,0.0747923288693075,-0.6882818481119486,-4.092881130669524,False,True,True,True,True,168.72529,29.585,0.013900819673992208,0.050404372137895746,0.038116047546086634,0.012288324591809112,0.012288324591809112,21.767476283110437,21.947491145940834,-0.18001486283039883,0.30398411552604754,68.65879151895169
KISS13v,0.08,1153.5440241347026,1886.1534444966017,22.53105289888044,22.31080472777171,0.2202481711087252,0.0980964549443035,ann20-30,CSP-II,0.0643830803614304,0.0740117114773964,7,6,0.0376112719175272,0.0545221131445494,-0.3136089472980394,-0.5355610236472105,False,False,False,False,False,208.23596,21.93936,0.01956419993260402,0.07093978895562217,0.05364503621520022,0.01729475274042195,0.01729475274042195,22.460113109924816,22.25715969155651,0.20295341836830325,0.09813547599890665,75.09449482836467
KISS15m,0.0243,1718.047696057598,2727.103691611397,21.23125007838361,21.25449709201124,-0.0232470136276319,0.3158172498244069,ann20-30,CSP-II,0.3098353974238754,0.0611764806918564,1,7,0.820790902285503,0.8528044062855145,-0.5249131006721051,-2.5417816813515954,True,True,False,False,True,181.50348,20.60509,0.02874361093640364,0.1042243332553996,0.07881498118761879,0.02540935206778082,0.02540935206778082,21.12702574512821,21.17568211082362,-0.04865636569541272,0.3158434161844567,77.74620441647572
LSQ11bk,0.037,2954.704244448112,4800.227959361424,21.705936106792755,21.448193421765414,0.2577426850273419,0.1085340778062295,ann20-30,CSP-II,0.0935077374202661,0.0550994472548615,8,10,0.0302760748526152,0.0100071420924791,-0.2691269303762098,-0.113227908940514,False,False,False,False,False,65.18438,-8.59882,0.09726564162727286,0.3526852165404914,0.2667023893419822,0.08598282719850919,0.08598282719850919,21.353250890252266,21.18149103242343,0.17175985782883268,0.1094025047131862,-37.30139968296116
LSQ11ot,0.027,76906.46544660715,197956.1843358544,18.10413588115261,17.274230245191873,0.8299056359607384,0.0601297272765645,ann20-30,CSP-II,0.0414869499632718,0.0435249018964893,17,17,-0.0152140207968316,-0.0084261020047733,-0.1966099191468018,0.5752825800410779,False,False,False,False,False,78.95142,6.7776,0.16243612295308324,0.5889933818278799,0.44539984913735425,0.1435935326905256,0.1435935326905256,17.51514249932473,16.82883039605452,0.6863121032702129,0.06436950465628874,-17.719168609206168
LSQ11pn,0.033,222740.20834801195,553895.7216779119,16.820245018337424,15.429757890827345,1.3904871275100792,0.0624872019108283,ann20-30,CSP-II,0.0475259679944674,0.0405700969783594,15,16,-0.003016313193019,-0.0008190976725891,0.4014136547939166,6.253198648780919,False,False,True,False,False,79.17312,6.49172,0.14794827695022472,0.5364604522215148,0.4056741753975162,0.13078627682399863,0.13078627682399863,16.28378456611591,15.024083715429828,1.2597008506860805,0.06589794904171907,-17.679301243136354
LSQ12agq,0.064,17987.69726546159,41067.79426221217,19.37646586682237,18.638209680666485,0.738256186155887,0.1317550952497153,ann20-30,CSP-II,0.0659141934329687,0.1140820942494603,12,10,-0.0021893617039448,-0.0048725833420943,-0.158058333651013,0.9413093995517672,False,False,False,False,False,154.42354,-7.41511,0.03700285873753741,0.13417236578231065,0.10146183865832759,0.03271052712398306,0.03271052712398306,19.24229350104006,18.536747842008158,0.7055456590319039,0.13185900263550687,39.231332920855266
